date;location_key;new_hospitalized_patients;cumulative_hospitalized_patients;current_hospitalized_patients;new_intensive_care_patients;cumulative_intensive_care_patients;current_intensive_care_patients;new_ventilator_patients;cumulative_ventilator_patients;current_ventilator_patients
21/02/2022;BE_BRU;11;16826;384;;;62;;;34
22/02/2022;BE_BRU;14;16840;354;;;52;;;34
23/02/2022;BE_BRU;19;16859;345;;;56;;;33
24/02/2022;BE_BRU;15;16874;321;;;50;;;33
25/02/2022;BE_BRU;9;16883;294;;;50;;;28
26/02/2022;BE_BRU;9;16892;271;;;44;;;29
27/02/2022;BE_BRU;11;16903;279;;;46;;;30
28/02/2022;BE_BRU;13;16916;275;;;43;;;25
01/03/2022;BE_BRU;17;16933;249;;;38;;;21
02/03/2022;BE_BRU;19;16952;251;;;33;;;19
03/03/2022;BE_BRU;10;16962;246;;;35;;;20
04/03/2022;BE_BRU;21;16983;245;;;38;;;21
05/03/2022;BE_BRU;16;16999;234;;;38;;;19
06/03/2022;BE_BRU;9;17008;228;;;36;;;18
07/03/2022;BE_BRU;13;17021;221;;;34;;;16
08/03/2022;BE_BRU;18;17039;216;;;34;;;18
09/03/2022;BE_BRU;10;17049;228;;;36;;;20
10/03/2022;BE_BRU;13;17062;208;;;36;;;18
11/03/2022;BE_BRU;9;17071;189;;;34;;;18
12/03/2022;BE_BRU;15;17086;184;;;35;;;17
13/03/2022;BE_BRU;4;17090;190;;;32;;;18
14/03/2022;BE_BRU;16;17106;199;;;33;;;17
15/03/2022;BE_BRU;13;17119;187;;;30;;;16
16/03/2022;BE_BRU;19;17138;183;;;28;;;14
17/03/2022;BE_BRU;17;17155;194;;;27;;;13
18/03/2022;BE_BRU;16;17171;204;;;26;;;14
19/03/2022;BE_BRU;15;17186;198;;;24;;;14
20/03/2022;BE_BRU;6;17192;201;;;23;;;13
21/03/2022;BE_BRU;12;17204;211;;;25;;;12
22/03/2022;BE_BRU;13;17217;211;;;24;;;12
23/03/2022;BE_BRU;10;17227;212;;;22;;;13
24/03/2022;BE_BRU;15;17242;216;;;23;;;13
25/03/2022;BE_BRU;14;17256;223;;;24;;;13
26/03/2022;BE_BRU;15;17271;208;;;25;;;14
27/03/2022;BE_BRU;9;17280;229;;;25;;;14
28/03/2022;BE_BRU;10;17290;243;;;26;;;12
29/03/2022;BE_BRU;32;17322;241;;;30;;;13
30/03/2022;BE_BRU;20;17342;230;;;26;;;12
31/03/2022;BE_BRU;30;17372;247;;;24;;;12
01/04/2022;BE_BRU;21;17393;246;;;24;;;11
02/04/2022;BE_BRU;24;17417;252;;;25;;;10
03/04/2022;BE_BRU;11;17428;244;;;26;;;9
04/04/2022;BE_BRU;19;17447;263;;;26;;;10
05/04/2022;BE_BRU;25;17472;263;;;27;;;11
06/04/2022;BE_BRU;30;17502;290;;;25;;;13
07/04/2022;BE_BRU;19;17521;279;;;26;;;12
08/04/2022;BE_BRU;27;17548;284;;;22;;;11
09/04/2022;BE_BRU;16;17564;274;;;24;;;14
10/04/2022;BE_BRU;11;17575;280;;;24;;;10
11/04/2022;BE_BRU;16;17591;301;;;24;;;9
12/04/2022;BE_BRU;34;17625;317;;;28;;;9
13/04/2022;BE_BRU;27;17652;328;;;23;;;8
14/04/2022;BE_BRU;23;17675;336;;;28;;;9
15/04/2022;BE_BRU;19;17694;310;;;25;;;10
16/04/2022;BE_BRU;22;17716;303;;;22;;;8
17/04/2022;BE_BRU;11;17727;307;;;24;;;7
18/04/2022;BE_BRU;13;17740;319;;;26;;;8
19/04/2022;BE_BRU;10;17750;322;;;25;;;9
20/04/2022;BE_BRU;16;17766;316;;;20;;;8
21/04/2022;BE_BRU;20;17786;310;;;20;;;9
22/04/2022;BE_BRU;16;17802;294;;;23;;;10
23/04/2022;BE_BRU;11;17813;272;;;20;;;8
24/04/2022;BE_BRU;7;17820;269;;;21;;;7
25/04/2022;BE_BRU;9;17829;276;;;22;;;8
26/04/2022;BE_BRU;18;17847;267;;;20;;;7
27/04/2022;BE_BRU;19;17866;258;;;18;;;8
28/04/2022;BE_BRU;20;17886;264;;;19;;;5
29/04/2022;BE_BRU;14;17900;254;;;18;;;6
30/04/2022;BE_BRU;10;17910;235;;;22;;;9
01/05/2022;BE_BRU;2;17912;237;;;20;;;10
02/05/2022;BE_BRU;16;17928;243;;;23;;;10
03/05/2022;BE_BRU;17;17945;230;;;18;;;7
04/05/2022;BE_BRU;21;17966;246;;;16;;;5
05/05/2022;BE_BRU;11;17977;238;;;17;;;5
06/05/2022;BE_BRU;11;17988;227;;;19;;;8
07/05/2022;BE_BRU;8;17996;221;;;22;;;8
08/05/2022;BE_BRU;10;18006;229;;;21;;;7
09/05/2022;BE_BRU;8;18014;223;;;22;;;5
10/05/2022;BE_BRU;21;18035;212;;;19;;;3
11/05/2022;BE_BRU;21;18056;204;;;18;;;2
12/05/2022;BE_BRU;14;18070;182;;;10;;;1
13/05/2022;BE_BRU;10;18080;186;;;11;;;1
14/05/2022;BE_BRU;9;18089;175;;;7;;;1
15/05/2022;BE_BRU;11;18100;180;;;10;;;1
16/05/2022;BE_BRU;4;18104;168;;;11;;;2
17/05/2022;BE_BRU;12;18116;162;;;10;;;2
18/05/2022;BE_BRU;13;18129;167;;;9;;;3
19/05/2022;BE_BRU;6;18135;163;;;7;;;2
20/05/2022;BE_BRU;10;18145;155;;;8;;;2
21/05/2022;BE_BRU;7;18152;133;;;7;;;1
22/05/2022;BE_BRU;8;18160;142;;;8;;;0
23/05/2022;BE_BRU;11;18171;150;;;8;;;0
24/05/2022;BE_BRU;11;18182;139;;;10;;;1
25/05/2022;BE_BRU;10;18192;134;;;13;;;1
26/05/2022;BE_BRU;9;18201;135;;;11;;;1
27/05/2022;BE_BRU;5;18206;137;;;9;;;2
28/05/2022;BE_BRU;3;18209;127;;;9;;;2
29/05/2022;BE_BRU;0;18209;119;;;9;;;3
30/05/2022;BE_BRU;3;18212;111;;;10;;;1
31/05/2022;BE_BRU;4;18216;100;;;9;;;1
01/06/2022;BE_BRU;5;18221;99;;;9;;;2
02/06/2022;BE_BRU;6;18227;99;;;10;;;4
03/06/2022;BE_BRU;10;18237;100;;;10;;;2
04/06/2022;BE_BRU;2;18239;87;;;9;;;2
05/06/2022;BE_BRU;1;18240;86;;;9;;;2
06/06/2022;BE_BRU;5;18245;98;;;10;;;3
07/06/2022;BE_BRU;7;18252;106;;;11;;;4
08/06/2022;BE_BRU;6;18258;116;;;11;;;3
09/06/2022;BE_BRU;9;18267;119;;;16;;;4
10/06/2022;BE_BRU;6;18273;123;;;14;;;5
11/06/2022;BE_BRU;9;18282;120;;;11;;;3
12/06/2022;BE_BRU;3;18285;118;;;9;;;2
13/06/2022;BE_BRU;4;18289;124;;;9;;;4
14/06/2022;BE_BRU;10;18299;123;;;11;;;5
15/06/2022;BE_BRU;8;18307;116;;;9;;;5
16/06/2022;BE_BRU;9;18316;117;;;5;;;4
17/06/2022;BE_BRU;7;18323;113;;;7;;;3
18/06/2022;BE_BRU;8;18331;120;;;8;;;3
19/06/2022;BE_BRU;10;18341;131;;;8;;;3
20/06/2022;BE_BRU;13;18354;147;;;9;;;4
21/06/2022;BE_BRU;23;18377;152;;;10;;;5
22/06/2022;BE_BRU;19;18396;155;;;9;;;2
23/06/2022;BE_BRU;13;18409;160;;;12;;;2
24/06/2022;BE_BRU;10;18419;147;;;10;;;3
25/06/2022;BE_BRU;10;18429;149;;;8;;;3
26/06/2022;BE_BRU;8;18437;153;;;9;;;3
27/06/2022;BE_BRU;14;18451;175;;;11;;;4
28/06/2022;BE_BRU;8;18459;154;;;8;;;2
29/06/2022;BE_BRU;18;18477;183;;;7;;;2
30/06/2022;BE_BRU;13;18490;194;;;8;;;2
01/07/2022;BE_BRU;14;18504;198;;;8;;;3
02/07/2022;BE_BRU;17;18521;202;;;9;;;3
03/07/2022;BE_BRU;14;18535;216;;;11;;;3
04/07/2022;BE_BRU;10;18545;219;;;12;;;3
05/07/2022;BE_BRU;22;18567;228;;;11;;;2
06/07/2022;BE_BRU;22;18589;249;;;15;;;2
07/07/2022;BE_BRU;27;18616;264;;;12;;;1
08/07/2022;BE_BRU;17;18633;265;;;12;;;3
09/07/2022;BE_BRU;11;18644;260;;;7;;;2
10/07/2022;BE_BRU;10;18654;271;;;6;;;2
11/07/2022;BE_BRU;15;18669;286;;;5;;;2
12/07/2022;BE_BRU;21;18690;316;;;9;;;3
13/07/2022;BE_BRU;25;18715;325;;;7;;;2
14/07/2022;BE_BRU;12;18727;336;;;9;;;2
15/07/2022;BE_BRU;21;18748;339;;;14;;;4
16/07/2022;BE_BRU;18;18766;339;;;18;;;8
17/07/2022;BE_BRU;11;18777;349;;;16;;;6
18/07/2022;BE_BRU;7;18784;329;;;14;;;6
19/07/2022;BE_BRU;15;18799;322;;;18;;;5
20/07/2022;BE_BRU;21;18820;337;;;19;;;5
21/07/2022;BE_BRU;15;18835;323;;;14;;;5
22/07/2022;BE_BRU;11;18846;329;;;16;;;6
23/07/2022;BE_BRU;18;18864;321;;;21;;;7
24/07/2022;BE_BRU;7;18871;321;;;17;;;7
25/07/2022;BE_BRU;13;18884;324;;;18;;;5
26/07/2022;BE_BRU;26;18910;323;;;16;;;5
27/07/2022;BE_BRU;14;18924;303;;;13;;;4
28/07/2022;BE_BRU;19;18943;296;;;14;;;4
29/07/2022;BE_BRU;13;18956;297;;;15;;;6
30/07/2022;BE_BRU;13;18969;282;;;17;;;6
31/07/2022;BE_BRU;13;18982;288;;;18;;;5
01/08/2022;BE_BRU;11;18993;290;;;17;;;5
02/08/2022;BE_BRU;18;19011;289;;;19;;;4
03/08/2022;BE_BRU;15;19026;277;;;19;;;5
04/08/2022;BE_BRU;19;19045;280;;;20;;;6
05/08/2022;BE_BRU;9;19054;262;;;20;;;6
06/08/2022;BE_BRU;8;19062;241;;;20;;;5
07/08/2022;BE_BRU;7;19069;236;;;21;;;6
08/08/2022;BE_BRU;6;19075;233;;;23;;;6
09/08/2022;BE_BRU;12;19087;216;;;21;;;4
10/08/2022;BE_BRU;12;19099;193;;;19;;;5
11/08/2022;BE_BRU;7;19106;185;;;18;;;4
12/08/2022;BE_BRU;12;19118;191;;;18;;;6
13/08/2022;BE_BRU;11;19129;191;;;15;;;6
14/08/2022;BE_BRU;11;19140;187;;;13;;;6
15/08/2022;BE_BRU;10;19150;199;;;17;;;6
16/08/2022;BE_BRU;9;19159;190;;;17;;;7
17/08/2022;BE_BRU;9;19168;172;;;22;;;7
18/08/2022;BE_BRU;7;19175;171;;;15;;;6
19/08/2022;BE_BRU;17;19192;173;;;12;;;4
20/08/2022;BE_BRU;9;19201;165;;;13;;;4
21/08/2022;BE_BRU;3;19204;163;;;11;;;5
22/08/2022;BE_BRU;4;19208;173;;;12;;;5
23/08/2022;BE_BRU;9;19217;150;;;8;;;5
24/08/2022;BE_BRU;5;19222;138;;;11;;;4
25/08/2022;BE_BRU;12;19234;142;;;15;;;6
26/08/2022;BE_BRU;10;19244;144;;;17;;;4
27/08/2022;BE_BRU;5;19249;129;;;12;;;3
28/08/2022;BE_BRU;4;19253;133;;;10;;;3
29/08/2022;BE_BRU;6;19259;133;;;11;;;4
30/08/2022;BE_BRU;7;19266;126;;;9;;;4
31/08/2022;BE_BRU;3;19269;124;;;12;;;5
01/09/2022;BE_BRU;7;19276;118;;;10;;;3
02/09/2022;BE_BRU;3;19279;109;;;10;;;3
03/09/2022;BE_BRU;5;19284;111;;;12;;;3
04/09/2022;BE_BRU;6;19290;113;;;12;;;3
05/09/2022;BE_BRU;6;19296;127;;;13;;;3
06/09/2022;BE_BRU;13;19309;127;;;12;;;3
07/09/2022;BE_BRU;10;19319;135;;;13;;;4
08/09/2022;BE_BRU;7;19326;123;;;13;;;5
09/09/2022;BE_BRU;6;19332;122;;;11;;;2
10/09/2022;BE_BRU;2;19334;109;;;10;;;2
11/09/2022;BE_BRU;5;19339;108;;;11;;;2
12/09/2022;BE_BRU;7;19346;107;;;10;;;4
13/09/2022;BE_BRU;8;19354;101;;;10;;;3
14/09/2022;BE_BRU;10;19364;103;;;12;;;3
15/09/2022;BE_BRU;4;19368;104;;;10;;;3
15/03/2020;BE_VAN;7;7;50;;;9;;;4
16/03/2020;BE_VAN;10;17;63;;;12;;;5
17/03/2020;BE_VAN;20;37;85;;;14;;;10
18/03/2020;BE_VAN;35;72;121;;;18;;;14
19/03/2020;BE_VAN;42;114;155;;;22;;;16
20/03/2020;BE_VAN;46;160;185;;;32;;;26
21/03/2020;BE_VAN;48;208;219;;;38;;;30
22/03/2020;BE_VAN;51;259;258;;;42;;;32
23/03/2020;BE_VAN;57;316;308;;;56;;;42
24/03/2020;BE_VAN;92;408;382;;;71;;;54
25/03/2020;BE_VAN;107;515;495;;;98;;;72
26/03/2020;BE_VAN;78;593;556;;;105;;;84
27/03/2020;BE_VAN;88;681;627;;;122;;;100
28/03/2020;BE_VAN;131;812;725;;;140;;;109
29/03/2020;BE_VAN;64;876;770;;;151;;;125
30/03/2020;BE_VAN;85;961;818;;;162;;;128
31/03/2020;BE_VAN;85;1046;816;;;179;;;146
01/04/2020;BE_VAN;111;1157;862;;;202;;;168
02/04/2020;BE_VAN;89;1246;875;;;211;;;166
03/04/2020;BE_VAN;75;1321;901;;;225;;;180
04/04/2020;BE_VAN;71;1392;916;;;230;;;191
05/04/2020;BE_VAN;61;1453;939;;;222;;;185
06/04/2020;BE_VAN;56;1509;965;;;223;;;188
07/04/2020;BE_VAN;74;1583;960;;;230;;;183
08/04/2020;BE_VAN;57;1640;940;;;229;;;181
09/04/2020;BE_VAN;65;1705;917;;;219;;;184
10/04/2020;BE_VAN;54;1759;907;;;216;;;181
11/04/2020;BE_VAN;59;1818;895;;;208;;;164
12/04/2020;BE_VAN;41;1859;877;;;212;;;170
13/04/2020;BE_VAN;35;1894;856;;;212;;;165
14/04/2020;BE_VAN;44;1938;843;;;207;;;168
15/04/2020;BE_VAN;40;1978;803;;;205;;;167
16/04/2020;BE_VAN;41;2019;817;;;200;;;156
17/04/2020;BE_VAN;51;2070;804;;;193;;;153
18/04/2020;BE_VAN;24;2094;776;;;188;;;151
19/04/2020;BE_VAN;33;2127;793;;;184;;;148
20/04/2020;BE_VAN;30;2157;789;;;176;;;144
21/04/2020;BE_VAN;38;2195;747;;;170;;;133
22/04/2020;BE_VAN;24;2219;702;;;164;;;128
23/04/2020;BE_VAN;29;2248;681;;;163;;;129
24/04/2020;BE_VAN;34;2282;650;;;154;;;116
25/04/2020;BE_VAN;36;2318;621;;;154;;;111
26/04/2020;BE_VAN;15;2333;607;;;157;;;109
27/04/2020;BE_VAN;27;2360;606;;;145;;;102
28/04/2020;BE_VAN;27;2387;603;;;135;;;98
29/04/2020;BE_VAN;25;2412;585;;;134;;;94
30/04/2020;BE_VAN;23;2435;544;;;128;;;88
01/05/2020;BE_VAN;20;2455;524;;;124;;;84
02/05/2020;BE_VAN;23;2478;525;;;126;;;77
03/05/2020;BE_VAN;16;2494;530;;;119;;;76
04/05/2020;BE_VAN;22;2516;534;;;118;;;71
05/05/2020;BE_VAN;15;2531;519;;;101;;;70
06/05/2020;BE_VAN;30;2561;532;;;98;;;67
07/05/2020;BE_VAN;25;2586;520;;;92;;;66
08/05/2020;BE_VAN;15;2601;459;;;88;;;60
09/05/2020;BE_VAN;11;2612;407;;;85;;;57
10/05/2020;BE_VAN;8;2620;409;;;86;;;55
11/05/2020;BE_VAN;12;2632;418;;;88;;;57
12/05/2020;BE_VAN;17;2649;400;;;81;;;60
13/05/2020;BE_VAN;14;2663;381;;;77;;;47
14/05/2020;BE_VAN;9;2672;354;;;68;;;49
15/05/2020;BE_VAN;10;2682;337;;;66;;;43
16/05/2020;BE_VAN;11;2693;298;;;61;;;41
17/05/2020;BE_VAN;4;2697;296;;;67;;;38
18/05/2020;BE_VAN;7;2704;296;;;68;;;41
19/05/2020;BE_VAN;9;2713;275;;;58;;;34
20/05/2020;BE_VAN;13;2726;253;;;55;;;33
21/05/2020;BE_VAN;11;2737;230;;;49;;;29
22/05/2020;BE_VAN;8;2745;227;;;48;;;29
23/05/2020;BE_VAN;13;2758;219;;;48;;;27
24/05/2020;BE_VAN;9;2767;215;;;46;;;25
25/05/2020;BE_VAN;8;2775;219;;;44;;;27
26/05/2020;BE_VAN;7;2782;186;;;38;;;22
27/05/2020;BE_VAN;9;2791;174;;;39;;;21
28/05/2020;BE_VAN;5;2796;145;;;38;;;19
29/05/2020;BE_VAN;4;2800;134;;;37;;;20
30/05/2020;BE_VAN;10;2810;117;;;36;;;16
31/05/2020;BE_VAN;7;2817;118;;;37;;;18
01/06/2020;BE_VAN;5;2822;116;;;34;;;15
02/06/2020;BE_VAN;7;2829;112;;;33;;;13
03/06/2020;BE_VAN;7;2836;112;;;30;;;13
04/06/2020;BE_VAN;5;2841;105;;;28;;;16
05/06/2020;BE_VAN;11;2852;95;;;25;;;17
06/06/2020;BE_VAN;2;2854;86;;;22;;;17
07/06/2020;BE_VAN;2;2856;80;;;21;;;16
08/06/2020;BE_VAN;3;2859;80;;;22;;;12
09/06/2020;BE_VAN;4;2863;64;;;18;;;9
10/06/2020;BE_VAN;6;2869;61;;;19;;;8
11/06/2020;BE_VAN;6;2875;62;;;19;;;6
12/06/2020;BE_VAN;5;2880;51;;;16;;;5
13/06/2020;BE_VAN;1;2881;45;;;13;;;5
14/06/2020;BE_VAN;3;2884;47;;;14;;;5
15/06/2020;BE_VAN;1;2885;50;;;16;;;7
16/06/2020;BE_VAN;7;2892;45;;;14;;;3
17/06/2020;BE_VAN;2;2894;44;;;13;;;4
18/06/2020;BE_VAN;3;2897;49;;;11;;;4
19/06/2020;BE_VAN;5;2902;47;;;12;;;4
20/06/2020;BE_VAN;3;2905;48;;;12;;;4
21/06/2020;BE_VAN;3;2908;49;;;11;;;3
22/06/2020;BE_VAN;5;2913;53;;;8;;;3
23/06/2020;BE_VAN;0;2913;49;;;7;;;3
24/06/2020;BE_VAN;4;2917;51;;;11;;;3
25/06/2020;BE_VAN;4;2921;48;;;6;;;3
26/06/2020;BE_VAN;1;2922;45;;;5;;;3
27/06/2020;BE_VAN;2;2924;44;;;5;;;2
28/06/2020;BE_VAN;3;2927;42;;;6;;;2
29/06/2020;BE_VAN;1;2928;43;;;6;;;2
30/06/2020;BE_VAN;2;2930;45;;;6;;;2
01/07/2020;BE_VAN;2;2932;38;;;7;;;3
02/07/2020;BE_VAN;1;2933;37;;;7;;;3
03/07/2020;BE_VAN;1;2934;33;;;8;;;3
04/07/2020;BE_VAN;1;2935;29;;;7;;;3
05/07/2020;BE_VAN;3;2938;31;;;7;;;4
06/07/2020;BE_VAN;1;2939;30;;;7;;;4
07/07/2020;BE_VAN;2;2941;33;;;7;;;3
08/07/2020;BE_VAN;1;2942;32;;;8;;;3
09/07/2020;BE_VAN;1;2943;34;;;10;;;3
10/07/2020;BE_VAN;0;2943;28;;;9;;;4
11/07/2020;BE_VAN;4;2947;24;;;8;;;3
12/07/2020;BE_VAN;0;2947;24;;;8;;;3
13/07/2020;BE_VAN;0;2947;23;;;8;;;6
14/07/2020;BE_VAN;1;2948;20;;;8;;;6
15/07/2020;BE_VAN;2;2950;19;;;8;;;6
16/07/2020;BE_VAN;2;2952;19;;;8;;;6
17/07/2020;BE_VAN;3;2955;20;;;8;;;6
18/07/2020;BE_VAN;9;2964;32;;;9;;;4
19/07/2020;BE_VAN;7;2971;35;;;8;;;5
20/07/2020;BE_VAN;3;2974;39;;;10;;;7
21/07/2020;BE_VAN;4;2978;37;;;9;;;4
22/07/2020;BE_VAN;4;2982;45;;;11;;;7
23/07/2020;BE_VAN;12;2994;41;;;10;;;6
24/07/2020;BE_VAN;9;3003;44;;;10;;;6
25/07/2020;BE_VAN;8;3011;46;;;12;;;6
26/07/2020;BE_VAN;5;3016;51;;;13;;;7
27/07/2020;BE_VAN;14;3030;55;;;16;;;8
28/07/2020;BE_VAN;21;3051;67;;;16;;;8
29/07/2020;BE_VAN;7;3058;75;;;18;;;9
30/07/2020;BE_VAN;15;3073;78;;;16;;;7
31/07/2020;BE_VAN;13;3086;83;;;18;;;8
01/08/2020;BE_VAN;10;3096;91;;;22;;;8
02/08/2020;BE_VAN;13;3109;92;;;21;;;9
03/08/2020;BE_VAN;11;3120;96;;;20;;;10
04/08/2020;BE_VAN;9;3129;90;;;24;;;9
05/08/2020;BE_VAN;16;3145;97;;;22;;;8
06/08/2020;BE_VAN;14;3159;90;;;25;;;10
07/08/2020;BE_VAN;11;3170;92;;;26;;;11
08/08/2020;BE_VAN;16;3186;89;;;25;;;9
09/08/2020;BE_VAN;8;3194;92;;;24;;;10
10/08/2020;BE_VAN;21;3215;101;;;25;;;13
11/08/2020;BE_VAN;15;3230;104;;;27;;;13
12/08/2020;BE_VAN;12;3242;92;;;29;;;17
13/08/2020;BE_VAN;14;3256;94;;;30;;;17
14/08/2020;BE_VAN;7;3263;83;;;33;;;17
15/08/2020;BE_VAN;17;3280;87;;;32;;;16
16/08/2020;BE_VAN;8;3288;100;;;36;;;21
17/08/2020;BE_VAN;12;3300;105;;;36;;;18
18/08/2020;BE_VAN;9;3309;103;;;35;;;20
19/08/2020;BE_VAN;11;3320;100;;;32;;;19
20/08/2020;BE_VAN;8;3328;95;;;31;;;20
21/08/2020;BE_VAN;11;3339;99;;;30;;;16
22/08/2020;BE_VAN;9;3348;85;;;29;;;17
23/08/2020;BE_VAN;5;3353;86;;;30;;;17
24/08/2020;BE_VAN;5;3358;87;;;30;;;17
25/08/2020;BE_VAN;1;3359;74;;;29;;;15
26/08/2020;BE_VAN;6;3365;70;;;26;;;13
27/08/2020;BE_VAN;3;3368;64;;;26;;;15
28/08/2020;BE_VAN;5;3373;64;;;25;;;15
29/08/2020;BE_VAN;3;3376;57;;;22;;;14
30/08/2020;BE_VAN;2;3378;58;;;22;;;13
31/08/2020;BE_VAN;7;3385;63;;;23;;;11
01/09/2020;BE_VAN;7;3392;57;;;19;;;10
02/09/2020;BE_VAN;5;3397;54;;;18;;;10
03/09/2020;BE_VAN;7;3404;50;;;17;;;9
04/09/2020;BE_VAN;7;3411;52;;;18;;;11
05/09/2020;BE_VAN;6;3417;51;;;16;;;11
06/09/2020;BE_VAN;5;3422;53;;;15;;;10
07/09/2020;BE_VAN;4;3426;55;;;16;;;10
08/09/2020;BE_VAN;6;3432;58;;;18;;;10
09/09/2020;BE_VAN;4;3436;57;;;18;;;8
10/09/2020;BE_VAN;9;3445;57;;;19;;;8
11/09/2020;BE_VAN;6;3451;58;;;18;;;8
12/09/2020;BE_VAN;6;3457;59;;;17;;;9
13/09/2020;BE_VAN;10;3467;73;;;20;;;10
14/09/2020;BE_VAN;8;3475;78;;;19;;;10
15/09/2020;BE_VAN;7;3482;68;;;18;;;11
16/09/2020;BE_VAN;11;3493;78;;;17;;;10
17/09/2020;BE_VAN;6;3499;78;;;15;;;9
18/09/2020;BE_VAN;17;3516;86;;;21;;;12
19/09/2020;BE_VAN;13;3529;89;;;20;;;13
20/09/2020;BE_VAN;7;3536;83;;;18;;;8
21/09/2020;BE_VAN;7;3543;89;;;18;;;9
22/09/2020;BE_VAN;18;3561;95;;;14;;;7
23/09/2020;BE_VAN;7;3568;94;;;14;;;6
24/09/2020;BE_VAN;22;3590;104;;;16;;;7
25/09/2020;BE_VAN;13;3603;108;;;14;;;6
26/09/2020;BE_VAN;10;3613;113;;;17;;;5
27/09/2020;BE_VAN;12;3625;116;;;21;;;5
28/09/2020;BE_VAN;19;3644;128;;;25;;;8
29/09/2020;BE_VAN;19;3663;138;;;28;;;7
30/09/2020;BE_VAN;9;3672;134;;;27;;;6
01/10/2020;BE_VAN;15;3687;145;;;27;;;6
02/10/2020;BE_VAN;19;3706;147;;;29;;;7
03/10/2020;BE_VAN;14;3720;152;;;33;;;13
04/10/2020;BE_VAN;15;3735;155;;;33;;;13
05/10/2020;BE_VAN;16;3751;168;;;33;;;13
06/10/2020;BE_VAN;20;3771;173;;;32;;;15
07/10/2020;BE_VAN;34;3805;194;;;35;;;20
08/10/2020;BE_VAN;20;3825;199;;;36;;;19
09/10/2020;BE_VAN;21;3846;196;;;35;;;21
10/10/2020;BE_VAN;20;3866;206;;;37;;;21
11/10/2020;BE_VAN;26;3892;215;;;36;;;20
12/10/2020;BE_VAN;28;3920;228;;;38;;;19
13/10/2020;BE_VAN;32;3952;244;;;39;;;17
14/10/2020;BE_VAN;35;3987;267;;;40;;;22
15/10/2020;BE_VAN;36;4023;282;;;42;;;22
16/10/2020;BE_VAN;32;4055;287;;;48;;;23
17/10/2020;BE_VAN;44;4099;295;;;53;;;23
18/10/2020;BE_VAN;29;4128;309;;;59;;;21
19/10/2020;BE_VAN;27;4155;327;;;63;;;27
20/10/2020;BE_VAN;43;4198;333;;;63;;;31
21/10/2020;BE_VAN;51;4249;347;;;69;;;31
22/10/2020;BE_VAN;67;4316;373;;;74;;;31
23/10/2020;BE_VAN;70;4386;400;;;83;;;37
24/10/2020;BE_VAN;76;4462;446;;;91;;;45
25/10/2020;BE_VAN;68;4530;488;;;107;;;47
26/10/2020;BE_VAN;70;4600;544;;;110;;;51
27/10/2020;BE_VAN;70;4670;563;;;109;;;56
28/10/2020;BE_VAN;59;4729;589;;;115;;;62
29/10/2020;BE_VAN;66;4795;606;;;119;;;57
30/10/2020;BE_VAN;102;4897;642;;;127;;;66
31/10/2020;BE_VAN;88;4985;644;;;132;;;69
01/11/2020;BE_VAN;81;5066;713;;;146;;;80
02/11/2020;BE_VAN;62;5128;758;;;153;;;70
03/11/2020;BE_VAN;99;5227;778;;;164;;;85
04/11/2020;BE_VAN;76;5303;772;;;177;;;90
05/11/2020;BE_VAN;73;5376;805;;;174;;;92
06/11/2020;BE_VAN;68;5444;795;;;179;;;93
07/11/2020;BE_VAN;62;5506;768;;;181;;;106
08/11/2020;BE_VAN;52;5558;785;;;185;;;107
09/11/2020;BE_VAN;53;5611;826;;;181;;;108
10/11/2020;BE_VAN;77;5688;810;;;184;;;110
11/11/2020;BE_VAN;68;5756;813;;;187;;;110
12/11/2020;BE_VAN;36;5792;824;;;199;;;114
13/11/2020;BE_VAN;68;5860;806;;;198;;;108
14/11/2020;BE_VAN;53;5913;790;;;192;;;110
15/11/2020;BE_VAN;41;5954;791;;;192;;;114
16/11/2020;BE_VAN;42;5996;804;;;178;;;107
17/11/2020;BE_VAN;43;6039;786;;;174;;;114
18/11/2020;BE_VAN;40;6079;753;;;168;;;116
19/11/2020;BE_VAN;50;6129;734;;;176;;;120
20/11/2020;BE_VAN;36;6165;712;;;181;;;122
21/11/2020;BE_VAN;43;6208;675;;;173;;;119
22/11/2020;BE_VAN;25;6233;676;;;171;;;106
23/11/2020;BE_VAN;25;6258;682;;;167;;;110
24/11/2020;BE_VAN;47;6305;646;;;158;;;109
25/11/2020;BE_VAN;39;6344;646;;;148;;;97
26/11/2020;BE_VAN;29;6373;619;;;145;;;90
27/11/2020;BE_VAN;34;6407;591;;;137;;;82
28/11/2020;BE_VAN;46;6453;576;;;130;;;77
29/11/2020;BE_VAN;15;6468;575;;;127;;;78
30/11/2020;BE_VAN;16;6484;591;;;131;;;84
01/12/2020;BE_VAN;36;6520;565;;;121;;;77
02/12/2020;BE_VAN;31;6551;555;;;119;;;74
03/12/2020;BE_VAN;21;6572;535;;;112;;;71
04/12/2020;BE_VAN;24;6596;538;;;121;;;77
05/12/2020;BE_VAN;29;6625;526;;;118;;;71
06/12/2020;BE_VAN;30;6655;540;;;119;;;71
07/12/2020;BE_VAN;18;6673;537;;;112;;;70
08/12/2020;BE_VAN;22;6695;500;;;100;;;67
09/12/2020;BE_VAN;20;6715;498;;;96;;;69
10/12/2020;BE_VAN;24;6739;499;;;99;;;61
11/12/2020;BE_VAN;26;6765;494;;;96;;;64
