date;location_key;new_hospitalized_patients;cumulative_hospitalized_patients;current_hospitalized_patients;new_intensive_care_patients;cumulative_intensive_care_patients;current_intensive_care_patients;new_ventilator_patients;cumulative_ventilator_patients;current_ventilator_patients
31/10/2020;BE_BRU;115;5371;1091;;;183;;;109
01/11/2020;BE_BRU;64;5435;1122;;;187;;;112
02/11/2020;BE_BRU;71;5506;1175;;;188;;;112
03/11/2020;BE_BRU;113;5619;1158;;;194;;;121
04/11/2020;BE_BRU;102;5721;1159;;;198;;;126
05/11/2020;BE_BRU;83;5804;1119;;;202;;;130
06/11/2020;BE_BRU;69;5873;1068;;;207;;;139
07/11/2020;BE_BRU;76;5949;1024;;;203;;;136
08/11/2020;BE_BRU;45;5994;1017;;;200;;;142
09/11/2020;BE_BRU;66;6060;1056;;;205;;;135
10/11/2020;BE_BRU;92;6152;991;;;199;;;133
11/11/2020;BE_BRU;76;6228;974;;;197;;;135
12/11/2020;BE_BRU;70;6298;1017;;;194;;;138
13/11/2020;BE_BRU;71;6369;997;;;203;;;139
14/11/2020;BE_BRU;70;6439;969;;;206;;;142
15/11/2020;BE_BRU;35;6474;970;;;210;;;138
16/11/2020;BE_BRU;34;6508;965;;;210;;;141
17/11/2020;BE_BRU;48;6556;901;;;196;;;129
18/11/2020;BE_BRU;43;6599;840;;;194;;;130
19/11/2020;BE_BRU;50;6649;772;;;189;;;136
20/11/2020;BE_BRU;44;6693;746;;;187;;;135
21/11/2020;BE_BRU;40;6733;696;;;178;;;126
22/11/2020;BE_BRU;25;6758;693;;;178;;;123
23/11/2020;BE_BRU;27;6785;696;;;171;;;123
24/11/2020;BE_BRU;40;6825;649;;;170;;;119
25/11/2020;BE_BRU;47;6872;637;;;171;;;117
26/11/2020;BE_BRU;29;6901;606;;;160;;;108
27/11/2020;BE_BRU;23;6924;571;;;153;;;100
28/11/2020;BE_BRU;27;6951;556;;;155;;;100
29/11/2020;BE_BRU;17;6968;563;;;151;;;99
30/11/2020;BE_BRU;25;6993;581;;;149;;;100
01/12/2020;BE_BRU;24;7017;520;;;132;;;98
02/12/2020;BE_BRU;34;7051;535;;;138;;;94
03/12/2020;BE_BRU;23;7074;522;;;131;;;89
04/12/2020;BE_BRU;34;7108;512;;;133;;;90
05/12/2020;BE_BRU;19;7127;477;;;126;;;89
06/12/2020;BE_BRU;14;7141;481;;;126;;;86
07/12/2020;BE_BRU;17;7158;470;;;116;;;86
08/12/2020;BE_BRU;27;7185;464;;;115;;;89
09/12/2020;BE_BRU;19;7204;423;;;114;;;86
10/12/2020;BE_BRU;34;7238;390;;;112;;;79
11/12/2020;BE_BRU;16;7254;362;;;113;;;75
12/12/2020;BE_BRU;19;7273;349;;;104;;;74
13/12/2020;BE_BRU;19;7292;353;;;105;;;74
14/12/2020;BE_BRU;17;7309;348;;;103;;;68
15/12/2020;BE_BRU;21;7330;334;;;95;;;64
16/12/2020;BE_BRU;22;7352;325;;;87;;;62
17/12/2020;BE_BRU;33;7385;342;;;91;;;61
18/12/2020;BE_BRU;19;7404;319;;;85;;;57
19/12/2020;BE_BRU;20;7424;310;;;83;;;52
20/12/2020;BE_BRU;14;7438;312;;;81;;;49
21/12/2020;BE_BRU;20;7458;325;;;85;;;51
22/12/2020;BE_BRU;22;7480;302;;;81;;;52
23/12/2020;BE_BRU;16;7496;311;;;80;;;49
24/12/2020;BE_BRU;14;7510;297;;;74;;;49
25/12/2020;BE_BRU;11;7521;273;;;70;;;50
26/12/2020;BE_BRU;3;7524;268;;;70;;;48
27/12/2020;BE_BRU;10;7534;271;;;71;;;46
28/12/2020;BE_BRU;21;7555;270;;;71;;;44
29/12/2020;BE_BRU;19;7574;267;;;70;;;42
30/12/2020;BE_BRU;16;7590;252;;;71;;;44
31/12/2020;BE_BRU;11;7601;240;;;69;;;43
01/01/2021;BE_BRU;11;7612;232;;;68;;;42
02/01/2021;BE_BRU;7;7619;236;;;67;;;42
03/01/2021;BE_BRU;14;7633;236;;;68;;;43
04/01/2021;BE_BRU;11;7644;225;;;68;;;42
05/01/2021;BE_BRU;19;7663;224;;;65;;;40
06/01/2021;BE_BRU;19;7682;226;;;61;;;37
07/01/2021;BE_BRU;17;7699;215;;;58;;;36
08/01/2021;BE_BRU;17;7716;219;;;63;;;36
09/01/2021;BE_BRU;11;7727;214;;;60;;;34
10/01/2021;BE_BRU;5;7732;216;;;58;;;33
11/01/2021;BE_BRU;10;7742;224;;;61;;;31
12/01/2021;BE_BRU;25;7767;236;;;58;;;33
13/01/2021;BE_BRU;19;7786;241;;;56;;;32
14/01/2021;BE_BRU;20;7806;237;;;57;;;32
15/01/2021;BE_BRU;15;7821;235;;;54;;;30
16/01/2021;BE_BRU;11;7832;221;;;54;;;29
17/01/2021;BE_BRU;9;7841;235;;;55;;;32
18/01/2021;BE_BRU;16;7857;255;;;55;;;27
19/01/2021;BE_BRU;29;7886;256;;;57;;;28
20/01/2021;BE_BRU;11;7897;255;;;50;;;27
21/01/2021;BE_BRU;22;7919;251;;;52;;;27
22/01/2021;BE_BRU;22;7941;258;;;52;;;26
23/01/2021;BE_BRU;16;7957;260;;;51;;;29
24/01/2021;BE_BRU;9;7966;261;;;52;;;31
25/01/2021;BE_BRU;8;7974;252;;;51;;;33
26/01/2021;BE_BRU;13;7987;257;;;47;;;28
27/01/2021;BE_BRU;13;8000;246;;;46;;;28
28/01/2021;BE_BRU;11;8011;233;;;45;;;26
29/01/2021;BE_BRU;18;8029;230;;;42;;;24
30/01/2021;BE_BRU;12;8041;232;;;42;;;24
31/01/2021;BE_BRU;10;8051;230;;;44;;;24
01/02/2021;BE_BRU;16;8067;233;;;45;;;25
02/02/2021;BE_BRU;13;8080;217;;;43;;;25
03/02/2021;BE_BRU;17;8097;224;;;40;;;23
04/02/2021;BE_BRU;21;8118;227;;;42;;;23
05/02/2021;BE_BRU;19;8137;229;;;41;;;24
06/02/2021;BE_BRU;13;8150;205;;;39;;;23
07/02/2021;BE_BRU;7;8157;207;;;36;;;21
08/02/2021;BE_BRU;9;8166;213;;;40;;;25
09/02/2021;BE_BRU;18;8184;207;;;44;;;26
10/02/2021;BE_BRU;17;8201;202;;;43;;;24
11/02/2021;BE_BRU;12;8213;188;;;37;;;24
12/02/2021;BE_BRU;18;8231;199;;;36;;;25
13/02/2021;BE_BRU;7;8238;170;;;39;;;28
14/02/2021;BE_BRU;14;8252;178;;;41;;;28
15/02/2021;BE_BRU;10;8262;182;;;37;;;24
16/02/2021;BE_BRU;18;8280;174;;;36;;;20
17/02/2021;BE_BRU;21;8301;179;;;38;;;20
18/02/2021;BE_BRU;17;8318;185;;;38;;;18
19/02/2021;BE_BRU;19;8337;187;;;41;;;18
20/02/2021;BE_BRU;18;8355;193;;;41;;;18
21/02/2021;BE_BRU;18;8373;204;;;46;;;21
22/02/2021;BE_BRU;19;8392;226;;;49;;;21
23/02/2021;BE_BRU;22;8414;227;;;50;;;23
24/02/2021;BE_BRU;28;8442;257;;;56;;;26
25/02/2021;BE_BRU;22;8464;260;;;57;;;29
26/02/2021;BE_BRU;36;8500;280;;;61;;;31
27/02/2021;BE_BRU;14;8514;284;;;64;;;34
28/02/2021;BE_BRU;21;8535;292;;;64;;;33
01/03/2021;BE_BRU;21;8556;308;;;66;;;36
02/03/2021;BE_BRU;22;8578;306;;;62;;;39
03/03/2021;BE_BRU;27;8605;310;;;68;;;39
04/03/2021;BE_BRU;35;8640;319;;;69;;;41
05/03/2021;BE_BRU;16;8656;314;;;73;;;42
06/03/2021;BE_BRU;19;8675;312;;;69;;;42
07/03/2021;BE_BRU;24;8699;321;;;68;;;39
08/03/2021;BE_BRU;17;8716;327;;;71;;;47
09/03/2021;BE_BRU;22;8738;314;;;71;;;51
10/03/2021;BE_BRU;27;8765;317;;;76;;;53
11/03/2021;BE_BRU;21;8786;311;;;72;;;50
12/03/2021;BE_BRU;36;8822;318;;;78;;;49
13/03/2021;BE_BRU;31;8853;315;;;77;;;49
14/03/2021;BE_BRU;25;8878;331;;;82;;;51
15/03/2021;BE_BRU;26;8904;346;;;80;;;52
16/03/2021;BE_BRU;37;8941;334;;;84;;;54
17/03/2021;BE_BRU;38;8979;354;;;86;;;51
18/03/2021;BE_BRU;35;9014;365;;;88;;;54
19/03/2021;BE_BRU;32;9046;373;;;89;;;56
20/03/2021;BE_BRU;44;9090;383;;;90;;;57
21/03/2021;BE_BRU;27;9117;395;;;97;;;56
22/03/2021;BE_BRU;32;9149;415;;;106;;;61
23/03/2021;BE_BRU;49;9198;423;;;109;;;61
24/03/2021;BE_BRU;52;9250;435;;;112;;;62
25/03/2021;BE_BRU;39;9289;450;;;116;;;67
26/03/2021;BE_BRU;29;9318;437;;;116;;;67
27/03/2021;BE_BRU;46;9364;446;;;120;;;68
28/03/2021;BE_BRU;41;9405;469;;;124;;;68
29/03/2021;BE_BRU;36;9441;497;;;125;;;68
30/03/2021;BE_BRU;47;9488;500;;;121;;;76
31/03/2021;BE_BRU;45;9533;501;;;119;;;76
01/04/2021;BE_BRU;58;9591;510;;;117;;;75
02/04/2021;BE_BRU;46;9637;520;;;123;;;81
03/04/2021;BE_BRU;40;9677;511;;;128;;;81
04/04/2021;BE_BRU;26;9703;502;;;128;;;84
05/04/2021;BE_BRU;34;9737;514;;;129;;;79
06/04/2021;BE_BRU;26;9763;517;;;133;;;81
07/04/2021;BE_BRU;48;9811;515;;;141;;;89
08/04/2021;BE_BRU;43;9854;495;;;140;;;90
09/04/2021;BE_BRU;53;9907;513;;;150;;;97
10/04/2021;BE_BRU;30;9937;490;;;151;;;98
11/04/2021;BE_BRU;28;9965;498;;;138;;;94
12/04/2021;BE_BRU;36;10001;506;;;144;;;96
13/04/2021;BE_BRU;35;10036;492;;;148;;;98
14/04/2021;BE_BRU;36;10072;490;;;156;;;101
15/04/2021;BE_BRU;41;10113;496;;;156;;;106
16/04/2021;BE_BRU;47;10160;500;;;153;;;107
17/04/2021;BE_BRU;37;10197;492;;;153;;;107
18/04/2021;BE_BRU;28;10225;499;;;151;;;107
19/04/2021;BE_BRU;37;10262;521;;;151;;;107
20/04/2021;BE_BRU;57;10319;516;;;149;;;96
21/04/2021;BE_BRU;36;10355;520;;;151;;;99
22/04/2021;BE_BRU;40;10395;515;;;141;;;95
23/04/2021;BE_BRU;32;10427;479;;;142;;;95
24/04/2021;BE_BRU;35;10462;467;;;137;;;90
25/04/2021;BE_BRU;31;10493;486;;;136;;;92
26/04/2021;BE_BRU;23;10516;496;;;139;;;94
27/04/2021;BE_BRU;45;10561;489;;;137;;;92
28/04/2021;BE_BRU;31;10592;477;;;136;;;90
29/04/2021;BE_BRU;37;10629;462;;;131;;;84
30/04/2021;BE_BRU;30;10659;449;;;131;;;87
01/05/2021;BE_BRU;31;10690;425;;;122;;;90
02/05/2021;BE_BRU;26;10716;432;;;123;;;93
03/05/2021;BE_BRU;19;10735;445;;;125;;;88
04/05/2021;BE_BRU;32;10767;428;;;128;;;82
05/05/2021;BE_BRU;25;10792;408;;;122;;;80
06/05/2021;BE_BRU;27;10819;403;;;119;;;75
07/05/2021;BE_BRU;15;10834;374;;;118;;;71
08/05/2021;BE_BRU;26;10860;347;;;115;;;74
09/05/2021;BE_BRU;22;10882;338;;;108;;;72
10/05/2021;BE_BRU;10;10892;354;;;108;;;71
11/05/2021;BE_BRU;22;10914;340;;;112;;;71
12/05/2021;BE_BRU;14;10928;317;;;109;;;72
13/05/2021;BE_BRU;12;10940;277;;;105;;;72
14/05/2021;BE_BRU;15;10955;269;;;104;;;69
15/05/2021;BE_BRU;28;10983;265;;;106;;;71
16/05/2021;BE_BRU;17;11000;270;;;107;;;70
17/05/2021;BE_BRU;20;11020;276;;;108;;;71
18/05/2021;BE_BRU;20;11040;268;;;109;;;75
19/05/2021;BE_BRU;23;11063;265;;;109;;;71
20/05/2021;BE_BRU;5;11068;251;;;102;;;77
21/05/2021;BE_BRU;22;11090;257;;;98;;;79
22/05/2021;BE_BRU;12;11102;229;;;98;;;77
23/05/2021;BE_BRU;16;11118;225;;;95;;;73
24/05/2021;BE_BRU;11;11129;233;;;98;;;73
25/05/2021;BE_BRU;18;11147;234;;;97;;;73
26/05/2021;BE_BRU;13;11160;221;;;94;;;68
27/05/2021;BE_BRU;17;11177;206;;;93;;;68
28/05/2021;BE_BRU;11;11188;189;;;85;;;64
29/05/2021;BE_BRU;13;11201;184;;;81;;;58
30/05/2021;BE_BRU;9;11210;179;;;81;;;56
31/05/2021;BE_BRU;8;11218;186;;;77;;;54
01/06/2021;BE_BRU;8;11226;174;;;73;;;53
02/06/2021;BE_BRU;12;11238;163;;;66;;;53
03/06/2021;BE_BRU;10;11248;161;;;65;;;53
04/06/2021;BE_BRU;14;11262;158;;;63;;;50
05/06/2021;BE_BRU;10;11272;158;;;63;;;48
06/06/2021;BE_BRU;8;11280;159;;;66;;;48
07/06/2021;BE_BRU;11;11291;151;;;60;;;46
08/06/2021;BE_BRU;20;11311;159;;;59;;;44
09/06/2021;BE_BRU;8;11319;154;;;58;;;44
10/06/2021;BE_BRU;12;11331;154;;;58;;;40
11/06/2021;BE_BRU;7;11338;150;;;60;;;40
12/06/2021;BE_BRU;10;11348;146;;;60;;;38
13/06/2021;BE_BRU;5;11353;135;;;58;;;38
14/06/2021;BE_BRU;5;11358;135;;;59;;;38
15/06/2021;BE_BRU;8;11366;124;;;57;;;35
16/06/2021;BE_BRU;5;11371;121;;;59;;;34
17/06/2021;BE_BRU;9;11380;119;;;61;;;34
18/06/2021;BE_BRU;7;11387;109;;;58;;;33
19/06/2021;BE_BRU;6;11393;102;;;54;;;30
20/06/2021;BE_BRU;3;11396;104;;;52;;;30
21/06/2021;BE_BRU;7;11403;110;;;56;;;33
22/06/2021;BE_BRU;7;11410;109;;;52;;;32
23/06/2021;BE_BRU;6;11416;101;;;51;;;32
24/06/2021;BE_BRU;7;11423;97;;;50;;;30
25/06/2021;BE_BRU;1;11424;86;;;42;;;26
26/06/2021;BE_BRU;5;11429;78;;;39;;;29
27/06/2021;BE_BRU;3;11432;77;;;39;;;26
28/06/2021;BE_BRU;4;11436;76;;;40;;;28
29/06/2021;BE_BRU;4;11440;77;;;37;;;27
30/06/2021;BE_BRU;4;11444;67;;;33;;;25
01/07/2021;BE_BRU;2;11446;63;;;32;;;22
02/07/2021;BE_BRU;3;11449;60;;;33;;;23
03/07/2021;BE_BRU;3;11452;59;;;31;;;22
04/07/2021;BE_BRU;1;11453;58;;;31;;;22
05/07/2021;BE_BRU;2;11455;54;;;31;;;23
06/07/2021;BE_BRU;6;11461;59;;;28;;;23
07/07/2021;BE_BRU;11;11472;61;;;28;;;22
08/07/2021;BE_BRU;2;11474;66;;;29;;;22
09/07/2021;BE_BRU;4;11478;63;;;28;;;18
10/07/2021;BE_BRU;4;11482;62;;;26;;;19
11/07/2021;BE_BRU;3;11485;64;;;25;;;18
12/07/2021;BE_BRU;2;11487;67;;;29;;;18
13/07/2021;BE_BRU;10;11497;73;;;29;;;18
14/07/2021;BE_BRU;7;11504;76;;;29;;;19
15/07/2021;BE_BRU;8;11512;79;;;31;;;19
16/07/2021;BE_BRU;7;11519;72;;;29;;;19
17/07/2021;BE_BRU;8;11527;77;;;30;;;18
18/07/2021;BE_BRU;8;11535;81;;;32;;;18
19/07/2021;BE_BRU;8;11543;86;;;33;;;18
20/07/2021;BE_BRU;6;11549;83;;;33;;;20
21/07/2021;BE_BRU;4;11553;81;;;34;;;22
22/07/2021;BE_BRU;8;11561;82;;;33;;;21
23/07/2021;BE_BRU;6;11567;80;;;33;;;22
24/07/2021;BE_BRU;10;11577;85;;;35;;;23
25/07/2021;BE_BRU;7;11584;88;;;37;;;21
26/07/2021;BE_BRU;7;11591;95;;;38;;;24
27/07/2021;BE_BRU;10;11601;95;;;35;;;24
28/07/2021;BE_BRU;15;11616;100;;;37;;;22
29/07/2021;BE_BRU;15;11631;104;;;35;;;19
30/07/2021;BE_BRU;8;11639;103;;;37;;;18
31/07/2021;BE_BRU;10;11649;103;;;37;;;20
01/08/2021;BE_BRU;6;11655;109;;;37;;;21
02/08/2021;BE_BRU;8;11663;109;;;36;;;21
03/08/2021;BE_BRU;6;11669;110;;;36;;;22
04/08/2021;BE_BRU;11;11680;114;;;31;;;20
05/08/2021;BE_BRU;11;11691;111;;;33;;;18
06/08/2021;BE_BRU;11;11702;113;;;32;;;18
07/08/2021;BE_BRU;18;11720;117;;;33;;;19
08/08/2021;BE_BRU;12;11732;121;;;31;;;18
09/08/2021;BE_BRU;18;11750;127;;;36;;;18
10/08/2021;BE_BRU;18;11768;133;;;35;;;20
11/08/2021;BE_BRU;13;11781;133;;;40;;;19
12/08/2021;BE_BRU;8;11789;129;;;41;;;18
13/08/2021;BE_BRU;17;11806;138;;;42;;;20
14/08/2021;BE_BRU;18;11824;144;;;47;;;20
15/08/2021;BE_BRU;16;11840;151;;;48;;;21
16/08/2021;BE_BRU;15;11855;163;;;53;;;23
17/08/2021;BE_BRU;26;11881;170;;;54;;;24
18/08/2021;BE_BRU;17;11898;179;;;56;;;25
19/08/2021;BE_BRU;16;11914;190;;;57;;;24
20/08/2021;BE_BRU;17;11931;181;;;59;;;24
21/08/2021;BE_BRU;17;11948;181;;;56;;;29
22/08/2021;BE_BRU;17;11965;191;;;58;;;29
23/08/2021;BE_BRU;12;11977;196;;;58;;;30
24/08/2021;BE_BRU;15;11992;191;;;58;;;31
25/08/2021;BE_BRU;14;12006;190;;;62;;;31
26/08/2021;BE_BRU;20;12026;191;;;68;;;37
27/08/2021;BE_BRU;17;12043;188;;;69;;;37
28/08/2021;BE_BRU;15;12058;192;;;70;;;38
29/08/2021;BE_BRU;11;12069;201;;;70;;;39
30/08/2021;BE_BRU;13;12082;206;;;68;;;42
31/08/2021;BE_BRU;22;12104;195;;;65;;;40
01/09/2021;BE_BRU;25;12129;209;;;66;;;38
02/09/2021;BE_BRU;21;12150;203;;;66;;;39
03/09/2021;BE_BRU;10;12160;211;;;66;;;39
04/09/2021;BE_BRU;25;12185;206;;;67;;;39
05/09/2021;BE_BRU;17;12202;215;;;69;;;41
06/09/2021;BE_BRU;22;12224;222;;;76;;;40
07/09/2021;BE_BRU;29;12253;217;;;75;;;43
08/09/2021;BE_BRU;24;12277;230;;;74;;;45
09/09/2021;BE_BRU;20;12297;234;;;70;;;43
10/09/2021;BE_BRU;14;12311;222;;;74;;;42
11/09/2021;BE_BRU;14;12325;218;;;70;;;44
12/09/2021;BE_BRU;11;12336;210;;;69;;;45
13/09/2021;BE_BRU;16;12352;215;;;71;;;43
14/09/2021;BE_BRU;29;12381;217;;;68;;;43
15/09/2021;BE_BRU;10;12391;201;;;63;;;41
16/09/2021;BE_BRU;27;12418;217;;;64;;;41
17/09/2021;BE_BRU;18;12436;227;;;66;;;36
18/09/2021;BE_BRU;9;12445;213;;;63;;;41
19/09/2021;BE_BRU;8;12453;213;;;64;;;41
20/09/2021;BE_BRU;17;12470;224;;;69;;;43
21/09/2021;BE_BRU;18;12488;211;;;67;;;41
22/09/2021;BE_BRU;13;12501;205;;;65;;;43
23/09/2021;BE_BRU;15;12516;203;;;60;;;40
24/09/2021;BE_BRU;8;12524;194;;;60;;;38
25/09/2021;BE_BRU;12;12536;190;;;55;;;38
26/09/2021;BE_BRU;11;12547;196;;;59;;;40
27/09/2021;BE_BRU;13;12560;205;;;59;;;40
28/09/2021;BE_BRU;18;12578;199;;;58;;;41
29/09/2021;BE_BRU;16;12594;192;;;60;;;39
30/09/2021;BE_BRU;16;12610;203;;;60;;;39
01/10/2021;BE_BRU;13;12623;200;;;63;;;37
02/10/2021;BE_BRU;21;12644;210;;;60;;;39
03/10/2021;BE_BRU;23;12667;217;;;57;;;38
04/10/2021;BE_BRU;8;12675;226;;;59;;;36
05/10/2021;BE_BRU;19;12694;236;;;62;;;38
06/10/2021;BE_BRU;18;12712;226;;;58;;;35
07/10/2021;BE_BRU;15;12727;216;;;58;;;35
08/10/2021;BE_BRU;10;12737;199;;;55;;;34
09/10/2021;BE_BRU;12;12749;191;;;55;;;34
10/10/2021;BE_BRU;10;12759;197;;;52;;;33
11/10/2021;BE_BRU;10;12769;202;;;54;;;33
12/10/2021;BE_BRU;15;12784;201;;;55;;;32
13/10/2021;BE_BRU;14;12798;198;;;53;;;32
14/10/2021;BE_BRU;9;12807;194;;;49;;;31
15/10/2021;BE_BRU;13;12820;206;;;50;;;33
16/10/2021;BE_BRU;18;12838;202;;;53;;;36
17/10/2021;BE_BRU;7;12845;196;;;52;;;36
18/10/2021;BE_BRU;18;12863;204;;;59;;;36
19/10/2021;BE_BRU;12;12875;208;;;59;;;36
20/10/2021;BE_BRU;23;12898;217;;;62;;;40
21/10/2021;BE_BRU;23;12921;224;;;59;;;37
22/10/2021;BE_BRU;19;12940;229;;;60;;;35
23/10/2021;BE_BRU;24;12964;221;;;58;;;34
24/10/2021;BE_BRU;21;12985;239;;;62;;;36
25/10/2021;BE_BRU;19;13004;270;;;61;;;38
26/10/2021;BE_BRU;24;13028;272;;;64;;;37
27/10/2021;BE_BRU;26;13054;277;;;62;;;35
28/10/2021;BE_BRU;14;13068;282;;;60;;;32
29/10/2021;BE_BRU;30;13098;300;;;63;;;31
30/10/2021;BE_BRU;24;13122;295;;;64;;;37
31/10/2021;BE_BRU;9;13131;291;;;63;;;37
01/11/2021;BE_BRU;14;13145;296;;;63;;;39
02/11/2021;BE_BRU;25;13170;301;;;62;;;39
03/11/2021;BE_BRU;32;13202;307;;;60;;;38
04/11/2021;BE_BRU;22;13224;312;;;60;;;37
05/11/2021;BE_BRU;20;13244;309;;;58;;;37
06/11/2021;BE_BRU;32;13276;316;;;56;;;38
07/11/2021;BE_BRU;20;13296;323;;;64;;;37
08/11/2021;BE_BRU;20;13316;332;;;65;;;39
09/11/2021;BE_BRU;27;13343;326;;;63;;;41
10/11/2021;BE_BRU;33;13376;329;;;63;;;39
11/11/2021;BE_BRU;23;13399;328;;;65;;;39
12/11/2021;BE_BRU;15;13414;334;;;67;;;38
13/11/2021;BE_BRU;24;13438;326;;;63;;;37
14/11/2021;BE_BRU;21;13459;338;;;62;;;39
15/11/2021;BE_BRU;23;13482;372;;;73;;;43
16/11/2021;BE_BRU;40;13522;376;;;75;;;45
17/11/2021;BE_BRU;25;13547;391;;;73;;;45
18/11/2021;BE_BRU;33;13580;392;;;77;;;46
19/11/2021;BE_BRU;34;13614;396;;;76;;;48
20/11/2021;BE_BRU;27;13641;391;;;86;;;54
21/11/2021;BE_BRU;29;13670;401;;;87;;;55
22/11/2021;BE_BRU;25;13695;424;;;90;;;55
23/11/2021;BE_BRU;48;13743;431;;;84;;;56
24/11/2021;BE_BRU;31;13774;440;;;83;;;57
25/11/2021;BE_BRU;30;13804;434;;;79;;;49
26/11/2021;BE_BRU;34;13838;432;;;84;;;51
27/11/2021;BE_BRU;34;13872;434;;;85;;;51
28/11/2021;BE_BRU;15;13887;435;;;87;;;51
29/11/2021;BE_BRU;28;13915;439;;;92;;;54
30/11/2021;BE_BRU;33;13948;422;;;94;;;57
01/12/2021;BE_BRU;36;13984;409;;;97;;;61
02/12/2021;BE_BRU;32;14016;411;;;100;;;59
03/12/2021;BE_BRU;31;14047;383;;;96;;;59
04/12/2021;BE_BRU;34;14081;389;;;94;;;58
05/12/2021;BE_BRU;29;14110;400;;;94;;;58
06/12/2021;BE_BRU;20;14130;396;;;99;;;63
07/12/2021;BE_BRU;40;14170;390;;;104;;;62
08/12/2021;BE_BRU;24;14194;380;;;101;;;61
09/12/2021;BE_BRU;34;14228;380;;;98;;;57
10/12/2021;BE_BRU;35;14263;375;;;99;;;57
11/12/2021;BE_BRU;38;14301;381;;;102;;;57
12/12/2021;BE_BRU;21;14322;378;;;100;;;57
13/12/2021;BE_BRU;28;14350;407;;;110;;;56
14/12/2021;BE_BRU;49;14399;399;;;106;;;58
15/12/2021;BE_BRU;31;14430;392;;;105;;;59
16/12/2021;BE_BRU;24;14454;389;;;108;;;60
17/12/2021;BE_BRU;31;14485;386;;;101;;;63
18/12/2021;BE_BRU;33;14518;373;;;105;;;63
19/12/2021;BE_BRU;24;14542;376;;;99;;;62
20/12/2021;BE_BRU;27;14569;388;;;98;;;63
21/12/2021;BE_BRU;23;14592;374;;;102;;;62
22/12/2021;BE_BRU;28;14620;358;;;103;;;68
23/12/2021;BE_BRU;25;14645;350;;;100;;;67
24/12/2021;BE_BRU;21;14666;336;;;104;;;66
25/12/2021;BE_BRU;31;14697;330;;;102;;;64
26/12/2021;BE_BRU;15;14712;329;;;97;;;59
27/12/2021;BE_BRU;16;14728;342;;;100;;;61
28/12/2021;BE_BRU;36;14764;354;;;95;;;66
29/12/2021;BE_BRU;26;14790;355;;;95;;;64
30/12/2021;BE_BRU;28;14818;343;;;88;;;63
31/12/2021;BE_BRU;37;14855;349;;;96;;;62
01/01/2022;BE_BRU;30;14885;348;;;88;;;61
02/01/2022;BE_BRU;40;14925;366;;;91;;;62
03/01/2022;BE_BRU;31;14956;392;;;97;;;60
04/01/2022;BE_BRU;54;15010;432;;;99;;;65
05/01/2022;BE_BRU;52;15062;436;;;92;;;65
06/01/2022;BE_BRU;44;15106;446;;;93;;;65
07/01/2022;BE_BRU;42;15148;460;;;88;;;61
08/01/2022;BE_BRU;47;15195;460;;;86;;;58
09/01/2022;BE_BRU;35;15230;453;;;86;;;59
10/01/2022;BE_BRU;35;15265;480;;;88;;;58
11/01/2022;BE_BRU;42;15307;486;;;88;;;60
12/01/2022;BE_BRU;46;15353;489;;;80;;;56
13/01/2022;BE_BRU;40;15393;474;;;81;;;58
14/01/2022;BE_BRU;49;15442;502;;;89;;;59
15/01/2022;BE_BRU;41;15483;487;;;90;;;63
16/01/2022;BE_BRU;24;15507;499;;;83;;;58
17/01/2022;BE_BRU;30;15537;507;;;84;;;55
18/01/2022;BE_BRU;59;15596;527;;;82;;;49
19/01/2022;BE_BRU;55;15651;569;;;84;;;51
20/01/2022;BE_BRU;64;15715;602;;;77;;;49
21/01/2022;BE_BRU;57;15772;612;;;81;;;47
22/01/2022;BE_BRU;43;15815;605;;;76;;;43
23/01/2022;BE_BRU;41;15856;627;;;75;;;40
24/01/2022;BE_BRU;48;15904;654;;;78;;;43
25/01/2022;BE_BRU;63;15967;661;;;78;;;42
26/01/2022;BE_BRU;48;16015;685;;;75;;;41
27/01/2022;BE_BRU;50;16065;685;;;78;;;38
28/01/2022;BE_BRU;53;16118;688;;;81;;;42
29/01/2022;BE_BRU;41;16159;657;;;82;;;47
30/01/2022;BE_BRU;32;16191;658;;;82;;;44
31/01/2022;BE_BRU;33;16224;689;;;83;;;45
01/02/2022;BE_BRU;47;16271;691;;;86;;;44
02/02/2022;BE_BRU;44;16315;680;;;90;;;39
03/02/2022;BE_BRU;38;16353;698;;;91;;;39
04/02/2022;BE_BRU;43;16396;681;;;83;;;41
05/02/2022;BE_BRU;33;16429;652;;;75;;;38
06/02/2022;BE_BRU;30;16459;669;;;78;;;37
07/02/2022;BE_BRU;37;16496;704;;;83;;;38
08/02/2022;BE_BRU;23;16519;683;;;80;;;38
09/02/2022;BE_BRU;34;16553;659;;;81;;;37
10/02/2022;BE_BRU;26;16579;647;;;73;;;40
11/02/2022;BE_BRU;43;16622;626;;;70;;;36
12/02/2022;BE_BRU;33;16655;575;;;71;;;36
13/02/2022;BE_BRU;16;16671;577;;;65;;;33
14/02/2022;BE_BRU;14;16685;544;;;67;;;34
15/02/2022;BE_BRU;29;16714;513;;;64;;;37
16/02/2022;BE_BRU;31;16745;497;;;74;;;39
17/02/2022;BE_BRU;21;16766;468;;;73;;;38
18/02/2022;BE_BRU;24;16790;437;;;70;;;38
19/02/2022;BE_BRU;15;16805;415;;;69;;;35
20/02/2022;BE_BRU;10;16815;401;;;65;;;34
