date;location_key;new_confirmed;new_deceased;new_recovered;new_tested
05/06/2022;BE_WHT;48;;;
06/06/2022;BE_WHT;53;;;
07/06/2022;BE_WHT;265;;;
08/06/2022;BE_WHT;233;;;
09/06/2022;BE_WHT;208;;;
10/06/2022;BE_WHT;173;;;
11/06/2022;BE_WHT;108;;;
12/06/2022;BE_WHT;43;;;
13/06/2022;BE_WHT;328;;;
14/06/2022;BE_WHT;281;;;
15/06/2022;BE_WHT;295;;;
16/06/2022;BE_WHT;318;;;
17/06/2022;BE_WHT;358;;;
18/06/2022;BE_WHT;204;;;
19/06/2022;BE_WHT;70;;;
20/06/2022;BE_WHT;530;;;
21/06/2022;BE_WHT;496;;;
22/06/2022;BE_WHT;478;;;
23/06/2022;BE_WHT;463;;;
24/06/2022;BE_WHT;440;;;
25/06/2022;BE_WHT;255;;;
26/06/2022;BE_WHT;99;;;
27/06/2022;BE_WHT;695;;;
28/06/2022;BE_WHT;712;;;
29/06/2022;BE_WHT;674;;;
30/06/2022;BE_WHT;690;;;
01/07/2022;BE_WHT;617;;;
02/07/2022;BE_WHT;326;;;
03/07/2022;BE_WHT;101;;;
04/07/2022;BE_WHT;1129;;;
05/07/2022;BE_WHT;973;;;
06/07/2022;BE_WHT;969;;;
07/07/2022;BE_WHT;897;;;
08/07/2022;BE_WHT;927;;;
09/07/2022;BE_WHT;423;;;
10/07/2022;BE_WHT;131;;;
11/07/2022;BE_WHT;1162;;;
12/07/2022;BE_WHT;1003;;;
13/07/2022;BE_WHT;895;;;
14/07/2022;BE_WHT;711;;;
15/07/2022;BE_WHT;661;;;
16/07/2022;BE_WHT;320;;;
17/07/2022;BE_WHT;119;;;
18/07/2022;BE_WHT;822;;;
19/07/2022;BE_WHT;637;;;
20/07/2022;BE_WHT;548;;;
21/07/2022;BE_WHT;103;;;
22/07/2022;BE_WHT;567;;;
23/07/2022;BE_WHT;251;;;
24/07/2022;BE_WHT;107;;;
25/07/2022;BE_WHT;637;;;
26/07/2022;BE_WHT;556;;;
27/07/2022;BE_WHT;443;;;
28/07/2022;BE_WHT;380;;;
29/07/2022;BE_WHT;365;;;
30/07/2022;BE_WHT;156;;;
31/07/2022;BE_WHT;83;;;
01/08/2022;BE_WHT;497;;;
02/08/2022;BE_WHT;413;;;
03/08/2022;BE_WHT;311;;;
04/08/2022;BE_WHT;375;;;
05/08/2022;BE_WHT;306;;;
06/08/2022;BE_WHT;103;;;
07/08/2022;BE_WHT;59;;;
08/08/2022;BE_WHT;367;;;
09/08/2022;BE_WHT;276;;;
10/08/2022;BE_WHT;260;;;
11/08/2022;BE_WHT;233;;;
12/08/2022;BE_WHT;206;;;
13/08/2022;BE_WHT;97;;;
14/08/2022;BE_WHT;71;;;
15/08/2022;BE_WHT;60;;;
16/08/2022;BE_WHT;332;;;
17/08/2022;BE_WHT;231;;;
18/08/2022;BE_WHT;240;;;
19/08/2022;BE_WHT;178;;;
20/08/2022;BE_WHT;92;;;
21/08/2022;BE_WHT;51;;;
22/08/2022;BE_WHT;244;;;
23/08/2022;BE_WHT;198;;;
24/08/2022;BE_WHT;202;;;
25/08/2022;BE_WHT;184;;;
26/08/2022;BE_WHT;167;;;
27/08/2022;BE_WHT;68;;;
28/08/2022;BE_WHT;29;;;
29/08/2022;BE_WHT;232;;;
30/08/2022;BE_WHT;194;;;
31/08/2022;BE_WHT;197;;;
01/09/2022;BE_WHT;169;;;
02/09/2022;BE_WHT;188;;;
03/09/2022;BE_WHT;100;;;
04/09/2022;BE_WHT;42;;;
05/09/2022;BE_WHT;282;;;
06/09/2022;BE_WHT;253;;;
07/09/2022;BE_WHT;224;;;
08/09/2022;BE_WHT;228;;;
09/09/2022;BE_WHT;206;;;
10/09/2022;BE_WHT;135;;;
11/09/2022;BE_WHT;44;;;
12/09/2022;BE_WHT;329;;;
13/09/2022;BE_WHT;297;;;
14/09/2022;BE_WHT;194;;;
01/03/2020;BE_WLG;3;;;
02/03/2020;BE_WLG;1;;;
03/03/2020;BE_WLG;6;;;
04/03/2020;BE_WLG;5;;;
05/03/2020;BE_WLG;6;;;
06/03/2020;BE_WLG;8;;;
07/03/2020;BE_WLG;4;;;
08/03/2020;BE_WLG;11;;;
09/03/2020;BE_WLG;22;;;
10/03/2020;BE_WLG;10;;;
11/03/2020;BE_WLG;25;;;
12/03/2020;BE_WLG;29;;;
13/03/2020;BE_WLG;30;;;
14/03/2020;BE_WLG;22;;;
15/03/2020;BE_WLG;15;;;
16/03/2020;BE_WLG;48;;;
17/03/2020;BE_WLG;45;;;
18/03/2020;BE_WLG;47;;;
19/03/2020;BE_WLG;80;;;
20/03/2020;BE_WLG;73;;;
21/03/2020;BE_WLG;74;;;
22/03/2020;BE_WLG;60;;;
23/03/2020;BE_WLG;166;;;
24/03/2020;BE_WLG;163;;;
25/03/2020;BE_WLG;138;;;
26/03/2020;BE_WLG;157;;;
27/03/2020;BE_WLG;97;;;
28/03/2020;BE_WLG;30;;;
29/03/2020;BE_WLG;54;;;
30/03/2020;BE_WLG;245;;;
31/03/2020;BE_WLG;207;;;
01/04/2020;BE_WLG;175;;;
02/04/2020;BE_WLG;194;;;
03/04/2020;BE_WLG;182;;;
04/04/2020;BE_WLG;115;;;
05/04/2020;BE_WLG;96;;;
06/04/2020;BE_WLG;190;;;
07/04/2020;BE_WLG;202;;;
08/04/2020;BE_WLG;160;;;
09/04/2020;BE_WLG;236;;;
10/04/2020;BE_WLG;234;;;
11/04/2020;BE_WLG;138;;;
12/04/2020;BE_WLG;76;;;
13/04/2020;BE_WLG;63;;;
14/04/2020;BE_WLG;212;;;
15/04/2020;BE_WLG;451;;;
16/04/2020;BE_WLG;137;;;
17/04/2020;BE_WLG;215;;;
18/04/2020;BE_WLG;145;;;
19/04/2020;BE_WLG;93;;;
20/04/2020;BE_WLG;181;;;
21/04/2020;BE_WLG;119;;;
22/04/2020;BE_WLG;83;;;
23/04/2020;BE_WLG;214;;;
24/04/2020;BE_WLG;73;;;
25/04/2020;BE_WLG;90;;;
26/04/2020;BE_WLG;21;;;
27/04/2020;BE_WLG;46;;;
28/04/2020;BE_WLG;58;;;
29/04/2020;BE_WLG;43;;;
30/04/2020;BE_WLG;46;;;
01/05/2020;BE_WLG;27;;;
02/05/2020;BE_WLG;19;;;
03/05/2020;BE_WLG;10;;;
04/05/2020;BE_WLG;50;;;
05/05/2020;BE_WLG;35;;;
06/05/2020;BE_WLG;35;;;
07/05/2020;BE_WLG;50;;;
08/05/2020;BE_WLG;37;;;
09/05/2020;BE_WLG;41;;;
10/05/2020;BE_WLG;25;;;
11/05/2020;BE_WLG;23;;;
12/05/2020;BE_WLG;32;;;
13/05/2020;BE_WLG;22;;;
14/05/2020;BE_WLG;27;;;
15/05/2020;BE_WLG;29;;;
16/05/2020;BE_WLG;13;;;
17/05/2020;BE_WLG;7;;;
18/05/2020;BE_WLG;10;;;
19/05/2020;BE_WLG;25;;;
20/05/2020;BE_WLG;30;;;
21/05/2020;BE_WLG;4;;;
22/05/2020;BE_WLG;17;;;
23/05/2020;BE_WLG;15;;;
24/05/2020;BE_WLG;7;;;
25/05/2020;BE_WLG;9;;;
26/05/2020;BE_WLG;16;;;
27/05/2020;BE_WLG;23;;;
28/05/2020;BE_WLG;5;;;
29/05/2020;BE_WLG;8;;;
30/05/2020;BE_WLG;6;;;
31/05/2020;BE_WLG;7;;;
01/06/2020;BE_WLG;5;;;
02/06/2020;BE_WLG;11;;;
03/06/2020;BE_WLG;7;;;
04/06/2020;BE_WLG;7;;;
05/06/2020;BE_WLG;18;;;
06/06/2020;BE_WLG;8;;;
07/06/2020;BE_WLG;8;;;
08/06/2020;BE_WLG;16;;;
09/06/2020;BE_WLG;6;;;
10/06/2020;BE_WLG;4;;;
11/06/2020;BE_WLG;4;;;
12/06/2020;BE_WLG;10;;;
13/06/2020;BE_WLG;6;;;
14/06/2020;BE_WLG;2;;;
15/06/2020;BE_WLG;5;;;
16/06/2020;BE_WLG;9;;;
17/06/2020;BE_WLG;4;;;
18/06/2020;BE_WLG;16;;;
19/06/2020;BE_WLG;6;;;
20/06/2020;BE_WLG;7;;;
21/06/2020;BE_WLG;3;;;
22/06/2020;BE_WLG;10;;;
23/06/2020;BE_WLG;8;;;
24/06/2020;BE_WLG;8;;;
25/06/2020;BE_WLG;1;;;
26/06/2020;BE_WLG;6;;;
27/06/2020;BE_WLG;3;;;
29/06/2020;BE_WLG;5;;;
30/06/2020;BE_WLG;7;;;
01/07/2020;BE_WLG;1;;;
03/07/2020;BE_WLG;4;;;
04/07/2020;BE_WLG;5;;;
06/07/2020;BE_WLG;5;;;
07/07/2020;BE_WLG;15;;;
08/07/2020;BE_WLG;1;;;
09/07/2020;BE_WLG;7;;;
10/07/2020;BE_WLG;10;;;
11/07/2020;BE_WLG;10;;;
12/07/2020;BE_WLG;1;;;
13/07/2020;BE_WLG;8;;;
14/07/2020;BE_WLG;29;;;
15/07/2020;BE_WLG;17;;;
16/07/2020;BE_WLG;13;;;
17/07/2020;BE_WLG;19;;;
18/07/2020;BE_WLG;9;;;
19/07/2020;BE_WLG;2;;;
20/07/2020;BE_WLG;33;;;
21/07/2020;BE_WLG;4;;;
22/07/2020;BE_WLG;37;;;
23/07/2020;BE_WLG;39;;;
24/07/2020;BE_WLG;32;;;
25/07/2020;BE_WLG;28;;;
26/07/2020;BE_WLG;10;;;
27/07/2020;BE_WLG;41;;;
28/07/2020;BE_WLG;72;;;
29/07/2020;BE_WLG;48;;;
30/07/2020;BE_WLG;91;;;
31/07/2020;BE_WLG;93;;;
01/08/2020;BE_WLG;26;;;
02/08/2020;BE_WLG;20;;;
03/08/2020;BE_WLG;103;;;
04/08/2020;BE_WLG;99;;;
05/08/2020;BE_WLG;63;;;
06/08/2020;BE_WLG;88;;;
07/08/2020;BE_WLG;66;;;
08/08/2020;BE_WLG;28;;;
09/08/2020;BE_WLG;9;;;
10/08/2020;BE_WLG;97;;;
11/08/2020;BE_WLG;91;;;
12/08/2020;BE_WLG;81;;;
13/08/2020;BE_WLG;55;;;
14/08/2020;BE_WLG;61;;;
15/08/2020;BE_WLG;32;;;
16/08/2020;BE_WLG;6;;;
17/08/2020;BE_WLG;48;;;
18/08/2020;BE_WLG;57;;;
19/08/2020;BE_WLG;33;;;
20/08/2020;BE_WLG;31;;;
21/08/2020;BE_WLG;22;;;
22/08/2020;BE_WLG;14;;;
23/08/2020;BE_WLG;12;;;
24/08/2020;BE_WLG;46;;;
25/08/2020;BE_WLG;31;;;
26/08/2020;BE_WLG;56;;;
27/08/2020;BE_WLG;50;;;
28/08/2020;BE_WLG;70;;;
29/08/2020;BE_WLG;16;;;
30/08/2020;BE_WLG;7;;;
31/08/2020;BE_WLG;64;;;
01/09/2020;BE_WLG;54;;;
02/09/2020;BE_WLG;44;;;
03/09/2020;BE_WLG;47;;;
04/09/2020;BE_WLG;59;;;
05/09/2020;BE_WLG;26;;;
06/09/2020;BE_WLG;11;;;
07/09/2020;BE_WLG;94;;;
08/09/2020;BE_WLG;88;;;
09/09/2020;BE_WLG;174;;;
10/09/2020;BE_WLG;166;;;
11/09/2020;BE_WLG;158;;;
12/09/2020;BE_WLG;81;;;
13/09/2020;BE_WLG;40;;;
14/09/2020;BE_WLG;234;;;
15/09/2020;BE_WLG;236;;;
16/09/2020;BE_WLG;331;;;
17/09/2020;BE_WLG;253;;;
18/09/2020;BE_WLG;222;;;
19/09/2020;BE_WLG;122;;;
20/09/2020;BE_WLG;54;;;
21/09/2020;BE_WLG;260;;;
22/09/2020;BE_WLG;329;;;
23/09/2020;BE_WLG;304;;;
24/09/2020;BE_WLG;184;;;
25/09/2020;BE_WLG;154;;;
26/09/2020;BE_WLG;165;;;
27/09/2020;BE_WLG;67;;;
28/09/2020;BE_WLG;447;;;
29/09/2020;BE_WLG;444;;;
30/09/2020;BE_WLG;476;;;
01/10/2020;BE_WLG;555;;;
02/10/2020;BE_WLG;606;;;
03/10/2020;BE_WLG;386;;;
04/10/2020;BE_WLG;101;;;
05/10/2020;BE_WLG;799;;;
06/10/2020;BE_WLG;1133;;;
07/10/2020;BE_WLG;1106;;;
08/10/2020;BE_WLG;1100;;;
09/10/2020;BE_WLG;1187;;;
10/10/2020;BE_WLG;1041;;;
11/10/2020;BE_WLG;415;;;
12/10/2020;BE_WLG;1645;;;
13/10/2020;BE_WLG;2697;;;
14/10/2020;BE_WLG;2437;;;
15/10/2020;BE_WLG;2425;;;
16/10/2020;BE_WLG;2518;;;
17/10/2020;BE_WLG;1898;;;
18/10/2020;BE_WLG;842;;;
19/10/2020;BE_WLG;2404;;;
20/10/2020;BE_WLG;3246;;;
21/10/2020;BE_WLG;3088;;;
22/10/2020;BE_WLG;2973;;;
23/10/2020;BE_WLG;3783;;;
24/10/2020;BE_WLG;2488;;;
25/10/2020;BE_WLG;799;;;
26/10/2020;BE_WLG;3588;;;
27/10/2020;BE_WLG;4268;;;
28/10/2020;BE_WLG;3713;;;
29/10/2020;BE_WLG;2980;;;
30/10/2020;BE_WLG;2564;;;
31/10/2020;BE_WLG;1109;;;
01/11/2020;BE_WLG;182;;;
02/11/2020;BE_WLG;2432;;;
03/11/2020;BE_WLG;2140;;;
04/11/2020;BE_WLG;1516;;;
05/11/2020;BE_WLG;1123;;;
06/11/2020;BE_WLG;1131;;;
07/11/2020;BE_WLG;434;;;
08/11/2020;BE_WLG;90;;;
09/11/2020;BE_WLG;1139;;;
10/11/2020;BE_WLG;1134;;;
11/11/2020;BE_WLG;183;;;
12/11/2020;BE_WLG;880;;;
13/11/2020;BE_WLG;798;;;
14/11/2020;BE_WLG;294;;;
15/11/2020;BE_WLG;56;;;
16/11/2020;BE_WLG;742;;;
17/11/2020;BE_WLG;614;;;
18/11/2020;BE_WLG;394;;;
19/11/2020;BE_WLG;324;;;
20/11/2020;BE_WLG;358;;;
21/11/2020;BE_WLG;112;;;
22/11/2020;BE_WLG;27;;;
23/11/2020;BE_WLG;429;;;
24/11/2020;BE_WLG;291;;;
25/11/2020;BE_WLG;289;;;
26/11/2020;BE_WLG;258;;;
27/11/2020;BE_WLG;210;;;
28/11/2020;BE_WLG;60;;;
29/11/2020;BE_WLG;12;;;
30/11/2020;BE_WLG;297;;;
01/12/2020;BE_WLG;202;;;
02/12/2020;BE_WLG;233;;;
03/12/2020;BE_WLG;191;;;
04/12/2020;BE_WLG;189;;;
05/12/2020;BE_WLG;64;;;
06/12/2020;BE_WLG;19;;;
07/12/2020;BE_WLG;271;;;
08/12/2020;BE_WLG;209;;;
09/12/2020;BE_WLG;198;;;
10/12/2020;BE_WLG;202;;;
11/12/2020;BE_WLG;209;;;
12/12/2020;BE_WLG;90;;;
13/12/2020;BE_WLG;23;;;
14/12/2020;BE_WLG;261;;;
15/12/2020;BE_WLG;262;;;
16/12/2020;BE_WLG;201;;;
17/12/2020;BE_WLG;209;;;
18/12/2020;BE_WLG;209;;;
19/12/2020;BE_WLG;112;;;
20/12/2020;BE_WLG;17;;;
21/12/2020;BE_WLG;284;;;
22/12/2020;BE_WLG;209;;;
23/12/2020;BE_WLG;177;;;
24/12/2020;BE_WLG;117;;;
25/12/2020;BE_WLG;7;;;
26/12/2020;BE_WLG;63;;;
27/12/2020;BE_WLG;17;;;
28/12/2020;BE_WLG;191;;;
29/12/2020;BE_WLG;186;;;
30/12/2020;BE_WLG;202;;;
31/12/2020;BE_WLG;147;;;
01/01/2021;BE_WLG;12;;;
02/01/2021;BE_WLG;72;;;
03/01/2021;BE_WLG;45;;;
04/01/2021;BE_WLG;235;;;
05/01/2021;BE_WLG;179;;;
06/01/2021;BE_WLG;164;;;
07/01/2021;BE_WLG;148;;;
08/01/2021;BE_WLG;147;;;
09/01/2021;BE_WLG;71;;;
10/01/2021;BE_WLG;21;;;
11/01/2021;BE_WLG;187;;;
12/01/2021;BE_WLG;174;;;
13/01/2021;BE_WLG;129;;;
14/01/2021;BE_WLG;160;;;
15/01/2021;BE_WLG;154;;;
16/01/2021;BE_WLG;68;;;
17/01/2021;BE_WLG;13;;;
18/01/2021;BE_WLG;212;;;
19/01/2021;BE_WLG;170;;;
20/01/2021;BE_WLG;186;;;
21/01/2021;BE_WLG;166;;;
22/01/2021;BE_WLG;186;;;
23/01/2021;BE_WLG;95;;;
24/01/2021;BE_WLG;6;;;
25/01/2021;BE_WLG;232;;;
26/01/2021;BE_WLG;179;;;
27/01/2021;BE_WLG;218;;;
28/01/2021;BE_WLG;199;;;
29/01/2021;BE_WLG;276;;;
30/01/2021;BE_WLG;94;;;
31/01/2021;BE_WLG;18;;;
01/02/2021;BE_WLG;248;;;
02/02/2021;BE_WLG;201;;;
03/02/2021;BE_WLG;148;;;
04/02/2021;BE_WLG;172;;;
05/02/2021;BE_WLG;178;;;
06/02/2021;BE_WLG;83;;;
07/02/2021;BE_WLG;11;;;
08/02/2021;BE_WLG;183;;;
09/02/2021;BE_WLG;155;;;
10/02/2021;BE_WLG;153;;;
11/02/2021;BE_WLG;157;;;
12/02/2021;BE_WLG;135;;;
13/02/2021;BE_WLG;67;;;
14/02/2021;BE_WLG;17;;;
15/02/2021;BE_WLG;148;;;
16/02/2021;BE_WLG;144;;;
17/02/2021;BE_WLG;152;;;
18/02/2021;BE_WLG;192;;;
19/02/2021;BE_WLG;197;;;
20/02/2021;BE_WLG;109;;;
21/02/2021;BE_WLG;11;;;
22/02/2021;BE_WLG;201;;;
23/02/2021;BE_WLG;192;;;
24/02/2021;BE_WLG;178;;;
25/02/2021;BE_WLG;160;;;
26/02/2021;BE_WLG;160;;;
27/02/2021;BE_WLG;81;;;
28/02/2021;BE_WLG;9;;;
01/03/2021;BE_WLG;202;;;
02/03/2021;BE_WLG;155;;;
03/03/2021;BE_WLG;159;;;
04/03/2021;BE_WLG;122;;;
05/03/2021;BE_WLG;161;;;
06/03/2021;BE_WLG;74;;;
07/03/2021;BE_WLG;9;;;
08/03/2021;BE_WLG;267;;;
09/03/2021;BE_WLG;234;;;
10/03/2021;BE_WLG;204;;;
11/03/2021;BE_WLG;222;;;
12/03/2021;BE_WLG;208;;;
13/03/2021;BE_WLG;116;;;
14/03/2021;BE_WLG;13;;;
15/03/2021;BE_WLG;269;;;
16/03/2021;BE_WLG;282;;;
17/03/2021;BE_WLG;251;;;
18/03/2021;BE_WLG;332;;;
19/03/2021;BE_WLG;298;;;
20/03/2021;BE_WLG;149;;;
21/03/2021;BE_WLG;26;;;
22/03/2021;BE_WLG;413;;;
23/03/2021;BE_WLG;388;;;
24/03/2021;BE_WLG;358;;;
25/03/2021;BE_WLG;362;;;
26/03/2021;BE_WLG;477;;;
27/03/2021;BE_WLG;201;;;
28/03/2021;BE_WLG;29;;;
29/03/2021;BE_WLG;545;;;
30/03/2021;BE_WLG;371;;;
31/03/2021;BE_WLG;399;;;
01/04/2021;BE_WLG;412;;;
02/04/2021;BE_WLG;381;;;
03/04/2021;BE_WLG;225;;;
04/04/2021;BE_WLG;38;;;
05/04/2021;BE_WLG;42;;;
06/04/2021;BE_WLG;419;;;
07/04/2021;BE_WLG;405;;;
08/04/2021;BE_WLG;370;;;
09/04/2021;BE_WLG;412;;;
10/04/2021;BE_WLG;200;;;
11/04/2021;BE_WLG;29;;;
12/04/2021;BE_WLG;465;;;
13/04/2021;BE_WLG;469;;;
14/04/2021;BE_WLG;337;;;
15/04/2021;BE_WLG;346;;;
16/04/2021;BE_WLG;373;;;
17/04/2021;BE_WLG;227;;;
18/04/2021;BE_WLG;36;;;
19/04/2021;BE_WLG;540;;;
20/04/2021;BE_WLG;368;;;
21/04/2021;BE_WLG;331;;;
22/04/2021;BE_WLG;377;;;
23/04/2021;BE_WLG;312;;;
24/04/2021;BE_WLG;148;;;
25/04/2021;BE_WLG;27;;;
26/04/2021;BE_WLG;407;;;
27/04/2021;BE_WLG;323;;;
28/04/2021;BE_WLG;324;;;
29/04/2021;BE_WLG;317;;;
30/04/2021;BE_WLG;315;;;
01/05/2021;BE_WLG;58;;;
02/05/2021;BE_WLG;43;;;
03/05/2021;BE_WLG;515;;;
04/05/2021;BE_WLG;389;;;
05/05/2021;BE_WLG;361;;;
06/05/2021;BE_WLG;344;;;
07/05/2021;BE_WLG;333;;;
08/05/2021;BE_WLG;142;;;
09/05/2021;BE_WLG;20;;;
10/05/2021;BE_WLG;352;;;
11/05/2021;BE_WLG;310;;;
12/05/2021;BE_WLG;342;;;
13/05/2021;BE_WLG;41;;;
14/05/2021;BE_WLG;310;;;
15/05/2021;BE_WLG;108;;;
16/05/2021;BE_WLG;32;;;
17/05/2021;BE_WLG;368;;;
18/05/2021;BE_WLG;350;;;
19/05/2021;BE_WLG;338;;;
20/05/2021;BE_WLG;243;;;
21/05/2021;BE_WLG;271;;;
22/05/2021;BE_WLG;147;;;
23/05/2021;BE_WLG;44;;;
24/05/2021;BE_WLG;20;;;
25/05/2021;BE_WLG;375;;;
26/05/2021;BE_WLG;328;;;
27/05/2021;BE_WLG;235;;;
28/05/2021;BE_WLG;250;;;
29/05/2021;BE_WLG;118;;;
30/05/2021;BE_WLG;32;;;
31/05/2021;BE_WLG;247;;;
01/06/2021;BE_WLG;174;;;
02/06/2021;BE_WLG;159;;;
03/06/2021;BE_WLG;145;;;
04/06/2021;BE_WLG;175;;;
05/06/2021;BE_WLG;71;;;
06/06/2021;BE_WLG;19;;;
07/06/2021;BE_WLG;152;;;
08/06/2021;BE_WLG;116;;;
09/06/2021;BE_WLG;91;;;
10/06/2021;BE_WLG;74;;;
11/06/2021;BE_WLG;71;;;
12/06/2021;BE_WLG;49;;;
13/06/2021;BE_WLG;10;;;
14/06/2021;BE_WLG;86;;;
15/06/2021;BE_WLG;67;;;
16/06/2021;BE_WLG;47;;;
17/06/2021;BE_WLG;46;;;
18/06/2021;BE_WLG;45;;;
19/06/2021;BE_WLG;16;;;
20/06/2021;BE_WLG;8;;;
21/06/2021;BE_WLG;41;;;
22/06/2021;BE_WLG;29;;;
23/06/2021;BE_WLG;31;;;
24/06/2021;BE_WLG;34;;;
25/06/2021;BE_WLG;27;;;
26/06/2021;BE_WLG;26;;;
27/06/2021;BE_WLG;5;;;
28/06/2021;BE_WLG;73;;;
29/06/2021;BE_WLG;52;;;
30/06/2021;BE_WLG;58;;;
01/07/2021;BE_WLG;86;;;
02/07/2021;BE_WLG;65;;;
03/07/2021;BE_WLG;46;;;
04/07/2021;BE_WLG;9;;;
05/07/2021;BE_WLG;83;;;
06/07/2021;BE_WLG;100;;;
07/07/2021;BE_WLG;84;;;
08/07/2021;BE_WLG;112;;;
09/07/2021;BE_WLG;99;;;
10/07/2021;BE_WLG;52;;;
11/07/2021;BE_WLG;21;;;
12/07/2021;BE_WLG;120;;;
13/07/2021;BE_WLG;93;;;
14/07/2021;BE_WLG;101;;;
15/07/2021;BE_WLG;64;;;
16/07/2021;BE_WLG;89;;;
17/07/2021;BE_WLG;69;;;
18/07/2021;BE_WLG;16;;;
19/07/2021;BE_WLG;139;;;
20/07/2021;BE_WLG;98;;;
21/07/2021;BE_WLG;35;;;
22/07/2021;BE_WLG;135;;;
23/07/2021;BE_WLG;86;;;
24/07/2021;BE_WLG;57;;;
25/07/2021;BE_WLG;24;;;
26/07/2021;BE_WLG;127;;;
27/07/2021;BE_WLG;72;;;
28/07/2021;BE_WLG;101;;;
29/07/2021;BE_WLG;92;;;
30/07/2021;BE_WLG;104;;;
31/07/2021;BE_WLG;76;;;
01/08/2021;BE_WLG;13;;;
02/08/2021;BE_WLG;118;;;
03/08/2021;BE_WLG;128;;;
04/08/2021;BE_WLG;132;;;
05/08/2021;BE_WLG;120;;;
06/08/2021;BE_WLG;129;;;
07/08/2021;BE_WLG;86;;;
08/08/2021;BE_WLG;26;;;
09/08/2021;BE_WLG;247;;;
10/08/2021;BE_WLG;190;;;
11/08/2021;BE_WLG;212;;;
12/08/2021;BE_WLG;210;;;
13/08/2021;BE_WLG;228;;;
14/08/2021;BE_WLG;157;;;
15/08/2021;BE_WLG;26;;;
16/08/2021;BE_WLG;305;;;
17/08/2021;BE_WLG;241;;;
18/08/2021;BE_WLG;196;;;
19/08/2021;BE_WLG;219;;;
20/08/2021;BE_WLG;258;;;
21/08/2021;BE_WLG;138;;;
22/08/2021;BE_WLG;41;;;
23/08/2021;BE_WLG;290;;;
24/08/2021;BE_WLG;285;;;
25/08/2021;BE_WLG;285;;;
26/08/2021;BE_WLG;315;;;
27/08/2021;BE_WLG;325;;;
28/08/2021;BE_WLG;175;;;
29/08/2021;BE_WLG;34;;;
30/08/2021;BE_WLG;459;;;
31/08/2021;BE_WLG;371;;;
01/09/2021;BE_WLG;301;;;
02/09/2021;BE_WLG;318;;;
03/09/2021;BE_WLG;342;;;
04/09/2021;BE_WLG;202;;;
05/09/2021;BE_WLG;55;;;
06/09/2021;BE_WLG;516;;;
07/09/2021;BE_WLG;414;;;
08/09/2021;BE_WLG;407;;;
09/09/2021;BE_WLG;362;;;
10/09/2021;BE_WLG;425;;;
11/09/2021;BE_WLG;236;;;
12/09/2021;BE_WLG;42;;;
13/09/2021;BE_WLG;600;;;
14/09/2021;BE_WLG;514;;;
15/09/2021;BE_WLG;468;;;
16/09/2021;BE_WLG;500;;;
17/09/2021;BE_WLG;497;;;
18/09/2021;BE_WLG;229;;;
19/09/2021;BE_WLG;54;;;
20/09/2021;BE_WLG;598;;;
21/09/2021;BE_WLG;437;;;
22/09/2021;BE_WLG;429;;;
23/09/2021;BE_WLG;408;;;
24/09/2021;BE_WLG;463;;;
25/09/2021;BE_WLG;201;;;
26/09/2021;BE_WLG;36;;;
27/09/2021;BE_WLG;548;;;
28/09/2021;BE_WLG;425;;;
29/09/2021;BE_WLG;390;;;
30/09/2021;BE_WLG;365;;;
01/10/2021;BE_WLG;398;;;
02/10/2021;BE_WLG;157;;;
03/10/2021;BE_WLG;26;;;
04/10/2021;BE_WLG;536;;;
05/10/2021;BE_WLG;396;;;
06/10/2021;BE_WLG;451;;;
07/10/2021;BE_WLG;410;;;
08/10/2021;BE_WLG;343;;;
09/10/2021;BE_WLG;209;;;
10/10/2021;BE_WLG;24;;;
11/10/2021;BE_WLG;605;;;
12/10/2021;BE_WLG;483;;;
13/10/2021;BE_WLG;444;;;
14/10/2021;BE_WLG;508;;;
15/10/2021;BE_WLG;526;;;
16/10/2021;BE_WLG;279;;;
17/10/2021;BE_WLG;54;;;
18/10/2021;BE_WLG;993;;;
19/10/2021;BE_WLG;900;;;
20/10/2021;BE_WLG;882;;;
21/10/2021;BE_WLG;962;;;
22/10/2021;BE_WLG;990;;;
23/10/2021;BE_WLG;499;;;
24/10/2021;BE_WLG;69;;;
25/10/2021;BE_WLG;1294;;;
26/10/2021;BE_WLG;1406;;;
27/10/2021;BE_WLG;1269;;;
28/10/2021;BE_WLG;1165;;;
29/10/2021;BE_WLG;1181;;;
30/10/2021;BE_WLG;560;;;
31/10/2021;BE_WLG;81;;;
01/11/2021;BE_WLG;160;;;
02/11/2021;BE_WLG;1632;;;
03/11/2021;BE_WLG;1280;;;
04/11/2021;BE_WLG;1187;;;
05/11/2021;BE_WLG;1227;;;
06/11/2021;BE_WLG;611;;;
07/11/2021;BE_WLG;102;;;
08/11/2021;BE_WLG;1703;;;
09/11/2021;BE_WLG;1284;;;
10/11/2021;BE_WLG;1218;;;
11/11/2021;BE_WLG;193;;;
12/11/2021;BE_WLG;1277;;;
13/11/2021;BE_WLG;646;;;
14/11/2021;BE_WLG;125;;;
15/11/2021;BE_WLG;1783;;;
16/11/2021;BE_WLG;1597;;;
17/11/2021;BE_WLG;1402;;;
18/11/2021;BE_WLG;1260;;;
19/11/2021;BE_WLG;1380;;;
20/11/2021;BE_WLG;786;;;
21/11/2021;BE_WLG;145;;;
22/11/2021;BE_WLG;1909;;;
23/11/2021;BE_WLG;1663;;;
