date;location_key;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
02/07/2021;BE_VOV;4;27;53;-15;-33;5
03/07/2021;BE_VOV;-8;9;26;-3;8;2
04/07/2021;BE_VOV;6;17;0;5;12;0
05/07/2021;BE_VOV;12;25;37;-22;-37;8
06/07/2021;BE_VOV;12;25;43;-21;-35;8
07/07/2021;BE_VOV;10;15;53;-20;-33;5
08/07/2021;BE_VOV;8;25;53;-21;-36;8
09/07/2021;BE_VOV;2;23;45;-20;-36;6
10/07/2021;BE_VOV;-12;8;3;-10;3;2
11/07/2021;BE_VOV;14;18;51;19;11;-3
12/07/2021;BE_VOV;8;22;42;-28;-45;9
13/07/2021;BE_VOV;8;23;30;-28;-43;10
14/07/2021;BE_VOV;2;13;9;-30;-41;8
15/07/2021;BE_VOV;0;21;22;-31;-43;10
16/07/2021;BE_VOV;-1;20;43;-25;-42;7
17/07/2021;BE_VOV;-12;2;51;-6;1;0
18/07/2021;BE_VOV;12;14;58;12;11;-4
19/07/2021;BE_VOV;14;23;79;-30;-56;8
20/07/2021;BE_VOV;21;41;106;-25;-56;7
21/07/2021;BE_VOV;-24;-50;131;-39;-81;11
22/07/2021;BE_VOV;9;33;87;-27;-56;9
23/07/2021;BE_VOV;-7;18;63;-30;-54;8
24/07/2021;BE_VOV;-20;0;8;-19;-2;3
25/07/2021;BE_VOV;-5;6;4;-8;11;0
26/07/2021;BE_VOV;5;18;9;-36;-55;12
27/07/2021;BE_VOV;8;22;32;-32;-53;12
28/07/2021;BE_VOV;4;9;36;-31;-51;9
29/07/2021;BE_VOV;9;19;73;-27;-52;10
30/07/2021;BE_VOV;-3;20;18;-32;-51;11
31/07/2021;BE_VOV;-12;2;19;-7;2;1
01/08/2021;BE_VOV;-2;10;-11;-4;12;0
02/08/2021;BE_VOV;13;23;61;-29;-49;10
03/08/2021;BE_VOV;13;22;83;-25;-47;9
04/08/2021;BE_VOV;3;10;54;-27;-43;7
05/08/2021;BE_VOV;10;19;78;-23;-45;9
06/08/2021;BE_VOV;-2;22;24;-28;-45;10
07/08/2021;BE_VOV;-13;5;10;-11;4;2
08/08/2021;BE_VOV;3;17;8;4;14;0
09/08/2021;BE_VOV;10;24;40;-29;-43;9
10/08/2021;BE_VOV;11;23;51;-26;-41;9
11/08/2021;BE_VOV;10;13;96;-22;-38;4
12/08/2021;BE_VOV;8;19;98;-20;-40;7
13/08/2021;BE_VOV;0;22;65;-24;-40;6
14/08/2021;BE_VOV;-11;3;73;-1;7;-1
15/08/2021;BE_VOV;15;16;72;23;17;-5
16/08/2021;BE_VOV;8;24;20;-29;-52;11
17/08/2021;BE_VOV;6;23;20;-25;-39;9
18/08/2021;BE_VOV;3;14;36;-25;-33;6
19/08/2021;BE_VOV;7;21;56;-23;-36;8
20/08/2021;BE_VOV;0;22;49;-20;-36;7
21/08/2021;BE_VOV;-11;2;61;-2;8;-1
22/08/2021;BE_VOV;-2;15;-8;-7;15;0
23/08/2021;BE_VOV;12;26;50;-22;-36;8
24/08/2021;BE_VOV;18;25;100;-18;-34;7
25/08/2021;BE_VOV;13;13;87;-15;-30;4
26/08/2021;BE_VOV;8;27;43;-19;-32;8
27/08/2021;BE_VOV;4;26;47;-18;-32;6
28/08/2021;BE_VOV;-6;10;32;-2;13;0
29/08/2021;BE_VOV;10;23;13;6;20;-1
30/08/2021;BE_VOV;19;30;47;-15;-35;7
31/08/2021;BE_VOV;26;36;71;-12;-33;8
01/09/2021;BE_VOV;15;29;47;-1;-28;5
02/09/2021;BE_VOV;9;29;60;1;-26;5
03/09/2021;BE_VOV;9;28;67;6;-26;2
04/09/2021;BE_VOV;2;15;65;16;14;-1
05/09/2021;BE_VOV;34;32;73;43;22;-4
06/09/2021;BE_VOV;12;28;63;2;-29;3
07/09/2021;BE_VOV;13;30;79;3;-26;3
08/09/2021;BE_VOV;12;23;80;2;-25;2
09/09/2021;BE_VOV;2;24;42;-1;-25;4
10/09/2021;BE_VOV;2;27;41;-2;-25;3
11/09/2021;BE_VOV;-4;12;28;1;11;0
12/09/2021;BE_VOV;19;25;40;22;16;-2
13/09/2021;BE_VOV;8;26;55;-2;-27;4
14/09/2021;BE_VOV;8;27;42;-1;-26;4
15/09/2021;BE_VOV;7;23;38;-4;-24;3
16/09/2021;BE_VOV;3;21;51;-4;-26;3
17/09/2021;BE_VOV;4;23;47;-5;-26;3
18/09/2021;BE_VOV;-1;9;61;6;8;-1
19/09/2021;BE_VOV;19;22;51;31;13;-3
20/09/2021;BE_VOV;6;24;46;-4;-25;4
21/09/2021;BE_VOV;9;25;60;-3;-21;4
22/09/2021;BE_VOV;9;19;59;-5;-18;3
23/09/2021;BE_VOV;3;23;44;-2;-19;4
24/09/2021;BE_VOV;4;27;39;-6;-21;3
25/09/2021;BE_VOV;0;9;62;4;9;-2
26/09/2021;BE_VOV;11;23;29;17;12;-2
27/09/2021;BE_VOV;6;26;22;-2;-21;5
28/09/2021;BE_VOV;11;29;57;3;-20;4
29/09/2021;BE_VOV;6;20;13;-5;-21;4
30/09/2021;BE_VOV;4;24;23;-3;-20;4
01/10/2021;BE_VOV;-1;25;3;-5;-23;4
02/10/2021;BE_VOV;-1;17;-4;-14;5;1
03/10/2021;BE_VOV;5;16;-25;-3;7;2
04/10/2021;BE_VOV;8;24;30;-9;-24;5
05/10/2021;BE_VOV;2;22;9;-10;-20;5
06/10/2021;BE_VOV;1;17;-4;-15;-21;5
07/10/2021;BE_VOV;5;23;35;-5;-18;4
08/10/2021;BE_VOV;6;24;34;-2;-21;3
09/10/2021;BE_VOV;3;10;45;-4;6;-1
10/10/2021;BE_VOV;15;19;31;15;8;-1
11/10/2021;BE_VOV;4;27;25;-10;-20;5
12/10/2021;BE_VOV;4;26;17;-8;-17;5
13/10/2021;BE_VOV;6;21;27;-10;-18;4
14/10/2021;BE_VOV;2;20;20;-7;-17;5
15/10/2021;BE_VOV;1;25;16;-5;-19;4
16/10/2021;BE_VOV;1;10;32;-7;5;0
17/10/2021;BE_VOV;15;22;37;8;8;0
18/10/2021;BE_VOV;5;25;30;-10;-20;5
19/10/2021;BE_VOV;6;25;24;-7;-17;5
20/10/2021;BE_VOV;2;20;14;-14;-18;5
21/10/2021;BE_VOV;0;20;5;-10;-17;6
22/10/2021;BE_VOV;1;27;10;-5;-19;5
23/10/2021;BE_VOV;1;14;30;-10;5;1
24/10/2021;BE_VOV;14;19;58;7;8;0
25/10/2021;BE_VOV;1;25;9;-14;-19;6
26/10/2021;BE_VOV;6;27;27;-10;-16;5
27/10/2021;BE_VOV;8;25;31;-12;-17;4
28/10/2021;BE_VOV;9;26;42;-5;-17;4
29/10/2021;BE_VOV;1;31;13;-5;-20;4
30/10/2021;BE_VOV;-7;17;-12;-18;0;2
31/10/2021;BE_VOV;12;30;-9;-4;0;0
01/11/2021;BE_VOV;-24;-49;51;-51;-85;18
02/11/2021;BE_VOV;10;47;10;-33;-48;11
03/11/2021;BE_VOV;4;17;20;-24;-37;7
04/11/2021;BE_VOV;2;24;-2;-25;-39;10
05/11/2021;BE_VOV;-1;26;3;-24;-39;9
06/11/2021;BE_VOV;-3;11;-1;-14;-1;3
07/11/2021;BE_VOV;9;18;7;-1;4;1
08/11/2021;BE_VOV;3;25;20;-13;-20;6
09/11/2021;BE_VOV;7;30;23;-11;-19;6
10/11/2021;BE_VOV;27;41;86;0;-22;1
11/11/2021;BE_VOV;-7;-41;144;-25;-83;19
12/11/2021;BE_VOV;11;44;68;-15;-55;13
13/11/2021;BE_VOV;-7;9;29;-7;-3;4
14/11/2021;BE_VOV;7;13;43;17;3;1
15/11/2021;BE_VOV;-1;29;4;-20;-24;8
16/11/2021;BE_VOV;0;28;6;-15;-19;7
17/11/2021;BE_VOV;-1;22;16;-19;-19;6
18/11/2021;BE_VOV;-2;25;14;-16;-20;8
19/11/2021;BE_VOV;-4;29;3;-14;-22;8
20/11/2021;BE_VOV;-7;18;4;-17;3;5
21/11/2021;BE_VOV;-4;15;-10;-8;1;4
22/11/2021;BE_VOV;0;25;13;-20;-27;9
23/11/2021;BE_VOV;-1;28;8;-21;-25;10
24/11/2021;BE_VOV;-3;21;4;-23;-25;9
25/11/2021;BE_VOV;-6;26;-4;-22;-26;11
26/11/2021;BE_VOV;-5;28;-23;-19;-27;11
27/11/2021;BE_VOV;-11;20;-12;-21;2;7
28/11/2021;BE_VOV;-12;15;-45;-17;0;6
29/11/2021;BE_VOV;-4;26;1;-25;-29;11
30/11/2021;BE_VOV;-8;27;-6;-28;-28;12
01/12/2021;BE_VOV;-6;23;-10;-26;-28;10
02/12/2021;BE_VOV;-9;26;-12;-28;-28;13
03/12/2021;BE_VOV;-10;35;-20;-25;-29;12
04/12/2021;BE_VOV;-14;22;-27;-26;0;8
05/12/2021;BE_VOV;-7;16;-11;-10;3;5
06/12/2021;BE_VOV;-7;24;-2;-31;-31;12
07/12/2021;BE_VOV;-5;29;3;-27;-27;11
08/12/2021;BE_VOV;-5;24;1;-28;-25;9
09/12/2021;BE_VOV;-9;28;-5;-29;-25;12
10/12/2021;BE_VOV;-13;26;-28;-27;-28;13
11/12/2021;BE_VOV;-9;22;1;-19;8;6
12/12/2021;BE_VOV;-5;20;-30;-11;7;5
13/12/2021;BE_VOV;-4;28;2;-27;-26;10
14/12/2021;BE_VOV;-1;32;6;-24;-24;10
15/12/2021;BE_VOV;-1;27;1;-25;-22;8
16/12/2021;BE_VOV;0;33;8;-24;-23;10
17/12/2021;BE_VOV;-1;35;-2;-20;-24;10
18/12/2021;BE_VOV;-6;22;-5;-14;8;5
19/12/2021;BE_VOV;11;31;-17;0;12;4
20/12/2021;BE_VOV;13;38;10;-28;-33;11
21/12/2021;BE_VOV;20;45;26;-26;-33;10
22/12/2021;BE_VOV;15;43;9;-28;-34;9
23/12/2021;BE_VOV;19;77;0;-29;-39;12
24/12/2021;BE_VOV;-19;57;-31;-41;-60;14
25/12/2021;BE_VOV;-75;-81;-52;-54;-47;9
26/12/2021;BE_VOV;-23;21;-29;-22;-4;5
27/12/2021;BE_VOV;17;44;7;-44;-65;17
28/12/2021;BE_VOV;15;41;-1;-43;-62;18
29/12/2021;BE_VOV;14;40;5;-40;-60;14
30/12/2021;BE_VOV;18;78;28;-35;-63;17
31/12/2021;BE_VOV;-24;52;-7;-47;-69;16
01/01/2022;BE_VOV;-72;-82;-15;-46;-42;7
02/01/2022;BE_VOV;-24;17;-8;-23;1;5
03/01/2022;BE_VOV;9;36;-5;-44;-55;17
04/01/2022;BE_VOV;0;26;-9;-41;-45;16
05/01/2022;BE_VOV;-3;17;3;-39;-41;12
06/01/2022;BE_VOV;0;26;21;-37;-43;15
07/01/2022;BE_VOV;-10;28;-16;-41;-42;16
08/01/2022;BE_VOV;-20;13;-41;-35;2;9
09/01/2022;BE_VOV;-4;15;-2;-19;11;5
10/01/2022;BE_VOV;-9;24;-10;-29;-24;10
11/01/2022;BE_VOV;-7;28;9;-27;-24;10
12/01/2022;BE_VOV;-13;19;-11;-32;-23;10
13/01/2022;BE_VOV;-15;22;-11;-29;-24;12
14/01/2022;BE_VOV;-13;27;-10;-27;-23;12
15/01/2022;BE_VOV;-10;19;7;-23;8;6
16/01/2022;BE_VOV;-14;9;-24;-26;7;6
17/01/2022;BE_VOV;-9;25;14;-26;-26;10
18/01/2022;BE_VOV;-10;25;8;-28;-25;11
19/01/2022;BE_VOV;-13;19;-9;-31;-25;10
20/01/2022;BE_VOV;-14;21;-9;-30;-26;12
21/01/2022;BE_VOV;-14;27;-13;-30;-26;13
22/01/2022;BE_VOV;-13;17;-7;-25;7;7
23/01/2022;BE_VOV;-11;11;-5;-18;8;6
24/01/2022;BE_VOV;-8;24;16;-29;-28;11
25/01/2022;BE_VOV;-11;25;-1;-30;-28;12
26/01/2022;BE_VOV;-10;19;-6;-32;-27;10
27/01/2022;BE_VOV;-13;21;-10;-31;-27;12
28/01/2022;BE_VOV;-8;29;-6;-28;-27;12
29/01/2022;BE_VOV;-9;18;-2;-23;6;6
30/01/2022;BE_VOV;3;18;22;-11;8;3
31/01/2022;BE_VOV;-10;20;-12;-30;-27;11
01/02/2022;BE_VOV;-8;27;3;-26;-24;10
02/02/2022;BE_VOV;-8;20;-6;-25;-24;8
03/02/2022;BE_VOV;-9;22;-3;-24;-23;10
04/02/2022;BE_VOV;-10;28;-18;-26;-24;10
05/02/2022;BE_VOV;-7;16;21;-15;8;4
06/02/2022;BE_VOV;-17;5;-49;-29;3;6
07/02/2022;BE_VOV;-4;24;24;-25;-25;8
08/02/2022;BE_VOV;-6;23;7;-23;-23;8
09/02/2022;BE_VOV;-6;18;13;-24;-22;6
10/02/2022;BE_VOV;-11;19;-6;-25;-23;9
11/02/2022;BE_VOV;-5;28;8;-22;-22;8
12/02/2022;BE_VOV;-5;17;29;-12;8;3
13/02/2022;BE_VOV;4;17;7;-4;12;2
14/02/2022;BE_VOV;7;31;13;-19;-22;7
15/02/2022;BE_VOV;-6;20;9;-18;-20;7
16/02/2022;BE_VOV;-7;19;-4;-21;-19;7
17/02/2022;BE_VOV;-6;25;8;-17;-18;8
18/02/2022;BE_VOV;-25;8;-31;-29;-22;13
19/02/2022;BE_VOV;-7;19;-8;-14;12;3
20/02/2022;BE_VOV;-11;14;-43;-22;9;4
21/02/2022;BE_VOV;-10;23;-8;-23;-20;8
22/02/2022;BE_VOV;-2;28;7;-17;-17;6
23/02/2022;BE_VOV;2;24;30;-17;-17;4
24/02/2022;BE_VOV;-6;23;-4;-18;-16;7
25/02/2022;BE_VOV;-5;31;-5;-14;-17;6
26/02/2022;BE_VOV;-5;14;29;-7;8;1
27/02/2022;BE_VOV;14;19;39;12;12;-2
28/02/2022;BE_VOV;4;26;48;-23;-36;7
01/03/2022;BE_VOV;0;27;13;-22;-33;8
02/03/2022;BE_VOV;-2;17;19;-23;-30;5
03/03/2022;BE_VOV;3;23;43;-19;-32;7
04/03/2022;BE_VOV;-1;28;31;-19;-34;7
05/03/2022;BE_VOV;-7;16;22;-13;6;1
06/03/2022;BE_VOV;11;30;8;1;14;0
07/03/2022;BE_VOV;-7;30;6;-18;-18;6
08/03/2022;BE_VOV;-2;31;18;-15;-16;5
09/03/2022;BE_VOV;-2;22;32;-16;-15;4
10/03/2022;BE_VOV;-3;26;28;-12;-14;5
11/03/2022;BE_VOV;-5;29;5;-12;-17;6
12/03/2022;BE_VOV;-6;19;2;-9;11;2
13/03/2022;BE_VOV;8;28;14;3;12;1
14/03/2022;BE_VOV;-8;28;9;-17;-16;5
15/03/2022;BE_VOV;-5;29;13;-14;-14;5
16/03/2022;BE_VOV;-3;21;21;-17;-15;4
17/03/2022;BE_VOV;-5;25;21;-13;-14;5
18/03/2022;BE_VOV;-5;32;23;-14;-17;5
19/03/2022;BE_VOV;-10;20;26;-10;9;1
20/03/2022;BE_VOV;-1;22;-7;-3;12;1
21/03/2022;BE_VOV;-9;32;36;-16;-16;5
22/03/2022;BE_VOV;-4;32;47;-11;-14;5
23/03/2022;BE_VOV;-3;26;48;-16;-14;3
24/03/2022;BE_VOV;-4;30;44;-12;-14;5
25/03/2022;BE_VOV;-4;33;37;-12;-17;5
26/03/2022;BE_VOV;-6;20;38;-5;9;1
27/03/2022;BE_VOV;4;19;16;10;10;0
28/03/2022;BE_VOV;-6;30;40;-16;-16;5
29/03/2022;BE_VOV;-5;33;27;-15;-14;5
30/03/2022;BE_VOV;-6;28;21;-19;-14;4
31/03/2022;BE_VOV;-8;33;14;-17;-14;6
01/04/2022;BE_VOV;-12;30;-8;-18;-19;8
02/04/2022;BE_VOV;-7;23;-2;-11;5;2
03/04/2022;BE_VOV;5;20;37;6;3;1
04/04/2022;BE_VOV;-17;23;-10;-34;-33;8
05/04/2022;BE_VOV;-8;30;6;-30;-30;8
06/04/2022;BE_VOV;-13;17;-9;-32;-29;6
07/04/2022;BE_VOV;-10;26;-2;-32;-32;9
08/04/2022;BE_VOV;-9;33;-1;-32;-33;8
09/04/2022;BE_VOV;-12;16;6;-16;2;1
10/04/2022;BE_VOV;5;18;13;1;5;-1
11/04/2022;BE_VOV;-1;30;51;-29;-37;7
12/04/2022;BE_VOV;3;28;70;-23;-35;6
13/04/2022;BE_VOV;-5;19;23;-30;-33;5
14/04/2022;BE_VOV;2;30;51;-23;-36;8
15/04/2022;BE_VOV;0;39;49;-26;-42;7
16/04/2022;BE_VOV;-8;24;53;-6;2;0
17/04/2022;BE_VOV;4;18;38;11;6;-4
18/04/2022;BE_VOV;-12;-41;131;-34;-83;14
19/04/2022;BE_VOV;-2;51;44;-10;-11;3
20/04/2022;BE_VOV;-2;29;53;-11;-11;2
21/04/2022;BE_VOV;-1;33;51;-7;-10;3
22/04/2022;BE_VOV;-3;39;30;-10;-14;3
23/04/2022;BE_VOV;-2;25;41;1;15;-1
24/04/2022;BE_VOV;14;32;40;18;19;-2
25/04/2022;BE_VOV;-8;34;18;-11;-13;5
26/04/2022;BE_VOV;1;39;44;-6;-9;3
27/04/2022;BE_VOV;4;32;43;-11;-10;2
28/04/2022;BE_VOV;4;36;53;-4;-9;2
29/04/2022;BE_VOV;2;40;37;-3;-13;2
30/04/2022;BE_VOV;0;27;25;-1;13;-1
01/05/2022;BE_VOV;17;33;41;24;14;-2
02/05/2022;BE_VOV;7;38;58;-5;-22;5
03/05/2022;BE_VOV;7;42;51;-3;-9;3
04/05/2022;BE_VOV;9;34;42;-7;-9;2
05/05/2022;BE_VOV;5;39;38;-5;-9;3
06/05/2022;BE_VOV;10;43;47;1;-13;1
07/05/2022;BE_VOV;7;31;36;4;16;-2
08/05/2022;BE_VOV;34;37;45;26;19;-5
09/05/2022;BE_VOV;1;37;51;-8;-12;3
10/05/2022;BE_VOV;3;38;44;-7;-9;3
11/05/2022;BE_VOV;6;33;44;-9;-9;1
12/05/2022;BE_VOV;3;35;40;-6;-9;2
13/05/2022;BE_VOV;2;40;37;-8;-13;2
14/05/2022;BE_VOV;-2;26;48;-1;15;-2
15/05/2022;BE_VOV;19;40;50;19;18;-4
16/05/2022;BE_VOV;-2;39;40;-11;-12;3
17/05/2022;BE_VOV;6;40;65;-6;-9;2
18/05/2022;BE_VOV;7;36;57;-11;-10;1
19/05/2022;BE_VOV;-2;33;27;-9;-10;3
20/05/2022;BE_VOV;-4;35;11;-11;-13;4
21/05/2022;BE_VOV;-2;24;37;-6;16;-2
22/05/2022;BE_VOV;17;41;52;15;16;-4
23/05/2022;BE_VOV;-8;33;7;-14;-15;5
24/05/2022;BE_VOV;2;42;28;-11;-12;3
25/05/2022;BE_VOV;16;53;29;-8;-17;-2
26/05/2022;BE_VOV;-13;-40;100;-36;-82;15
27/05/2022;BE_VOV;5;51;61;-29;-61;11
28/05/2022;BE_VOV;-11;15;44;-10;2;0
29/05/2022;BE_VOV;3;32;11;16;10;-2
30/05/2022;BE_VOV;-4;41;25;-12;-15;4
31/05/2022;BE_VOV;1;43;22;-37;-14;4
01/06/2022;BE_VOV;2;37;26;-10;-10;2
02/06/2022;BE_VOV;5;38;50;-5;-11;2
03/06/2022;BE_VOV;3;43;43;-4;-14;1
04/06/2022;BE_VOV;-1;31;41;6;10;-2
05/06/2022;BE_VOV;4;26;-19;-1;5;0
06/06/2022;BE_VOV;-18;-38;43;-40;-82;18
07/06/2022;BE_VOV;1;64;28;-7;-12;3
08/06/2022;BE_VOV;-6;35;2;-16;-11;4
09/06/2022;BE_VOV;0;39;31;-7;-10;3
10/06/2022;BE_VOV;1;41;30;-7;-13;2
11/06/2022;BE_VOV;-2;30;44;-2;16;-1
12/06/2022;BE_VOV;19;40;31;18;17;-3
13/06/2022;BE_VOV;-2;38;36;-9;-14;3
14/06/2022;BE_VOV;6;43;57;-4;-10;2
15/06/2022;BE_VOV;4;37;56;-9;-12;2
16/06/2022;BE_VOV;5;42;62;-4;-12;2
17/06/2022;BE_VOV;1;44;57;-7;-17;2
18/06/2022;BE_VOV;-12;25;49;-4;8;-1
19/06/2022;BE_VOV;1;33;-7;2;11;0
20/06/2022;BE_VOV;5;43;52;-13;-20;5
21/06/2022;BE_VOV;6;41;57;-5;-12;3
22/06/2022;BE_VOV;7;34;65;-9;-12;1
23/06/2022;BE_VOV;6;39;61;-4;-13;3
24/06/2022;BE_VOV;1;39;27;-10;-17;3
25/06/2022;BE_VOV;-5;25;20;0;15;-1
26/06/2022;BE_VOV;18;39;34;28;17;-3
27/06/2022;BE_VOV;5;40;42;-10;-17;4
28/06/2022;BE_VOV;16;45;74;-3;-13;1
29/06/2022;BE_VOV;13;39;63;-7;-13;0
30/06/2022;BE_VOV;3;36;10;-11;-17;4
01/07/2022;BE_VOV;3;41;31;-13;-26;3
02/07/2022;BE_VOV;-5;21;44;2;7;-2
03/07/2022;BE_VOV;21;35;26;26;10;-4
04/07/2022;BE_VOV;8;38;63;-13;-29;3
05/07/2022;BE_VOV;11;40;66;-13;-26;4
06/07/2022;BE_VOV;4;26;45;-18;-26;2
07/07/2022;BE_VOV;1;35;41;-21;-28;5
08/07/2022;BE_VOV;0;35;47;-20;-30;3
09/07/2022;BE_VOV;-11;18;29;-2;0;-2
10/07/2022;BE_VOV;12;31;37;20;6;-4
11/07/2022;BE_VOV;7;36;67;-23;-45;5
12/07/2022;BE_VOV;5;38;75;-20;-35;5
13/07/2022;BE_VOV;-3;24;55;-24;-34;3
14/07/2022;BE_VOV;0;34;57;-24;-36;6
15/07/2022;BE_VOV;-3;28;119;-21;-39;5
16/07/2022;BE_VOV;-10;16;118;10;-3;-2
17/07/2022;BE_VOV;10;28;84;29;6;-4
18/07/2022;BE_VOV;1;32;123;-27;-52;10
19/07/2022;BE_VOV;-12;26;104;-34;-52;17
20/07/2022;BE_VOV;9;35;139;-21;-50;4
21/07/2022;BE_VOV;-24;-47;162;-32;-83;17
22/07/2022;BE_VOV;-3;37;116;-23;-63;10
23/07/2022;BE_VOV;-14;7;111;10;-7;-1
24/07/2022;BE_VOV;2;13;66;25;4;-4
25/07/2022;BE_VOV;-1;31;28;-28;-51;9
26/07/2022;BE_VOV;-2;31;27;-29;-49;9
27/07/2022;BE_VOV;-3;18;31;-28;-47;6
28/07/2022;BE_VOV;-2;29;46;-26;-48;8
29/07/2022;BE_VOV;-10;31;25;-30;-49;8
30/07/2022;BE_VOV;-20;11;20;-9;-3;-1
31/07/2022;BE_VOV;-3;23;-4;3;9;-2
01/08/2022;BE_VOV;3;38;41;-25;-44;7
02/08/2022;BE_VOV;4;37;73;-22;-40;6
03/08/2022;BE_VOV;-6;22;44;-25;-39;4
04/08/2022;BE_VOV;-1;35;58;-22;-41;7
05/08/2022;BE_VOV;-6;34;49;-19;-42;6
06/08/2022;BE_VOV;-15;16;46;9;0;-2
07/08/2022;BE_VOV;13;37;45;34;11;-5
08/08/2022;BE_VOV;6;43;64;-19;-37;5
09/08/2022;BE_VOV;7;42;88;-19;-34;5
10/08/2022;BE_VOV;-3;28;64;-22;-32;3
11/08/2022;BE_VOV;-1;38;85;-21;-34;6
12/08/2022;BE_VOV;-9;38;59;-22;-37;5
13/08/2022;BE_VOV;-20;21;49;-2;1;-2
14/08/2022;BE_VOV;7;43;47;22;10;-4
15/08/2022;BE_VOV;-14;-37;101;-38;-82;15
16/08/2022;BE_VOV;7;62;58;-20;-32;7
17/08/2022;BE_VOV;-6;28;12;-25;-29;7
18/08/2022;BE_VOV;3;37;56;-17;-29;8
19/08/2022;BE_VOV;-7;35;18;-24;-32;9
20/08/2022;BE_VOV;-11;19;43;1;6;1
21/08/2022;BE_VOV;10;32;28;21;12;-1
22/08/2022;BE_VOV;6;37;48;-16;-29;7
23/08/2022;BE_VOV;8;39;57;-12;-26;7
24/08/2022;BE_VOV;0;28;49;-15;-25;5
25/08/2022;BE_VOV;3;36;55;-13;-25;7
26/08/2022;BE_VOV;-2;37;29;-17;-28;7
27/08/2022;BE_VOV;-10;21;35;0;9;0
28/08/2022;BE_VOV;16;37;28;26;14;-3
29/08/2022;BE_VOV;9;40;46;-13;-27;5
30/08/2022;BE_VOV;13;44;47;-10;-24;5
31/08/2022;BE_VOV;10;41;34;-14;-24;4
01/09/2022;BE_VOV;6;45;33;-9;-23;5
02/09/2022;BE_VOV;-1;41;33;-7;-22;3
03/09/2022;BE_VOV;-4;30;31;10;7;-1
04/09/2022;BE_VOV;25;47;36;38;14;-3
05/09/2022;BE_VOV;-2;39;27;-6;-22;3
06/09/2022;BE_VOV;0;40;35;-5;-19;2
07/09/2022;BE_VOV;0;36;28;-11;-19;2
08/09/2022;BE_VOV;-5;34;14;-8;-19;4
09/09/2022;BE_VOV;-6;38;-1;-12;-21;4
10/09/2022;BE_VOV;-8;26;-1;-5;6;0
11/09/2022;BE_VOV;17;37;34;25;16;-3
12/09/2022;BE_VOV;2;34;38;-6;-20;2
15/02/2020;BE_VWV;5;1;11;10;2;-1
16/02/2020;BE_VWV;-13;-7;-43;-12;-2;2
17/02/2020;BE_VWV;2;1;17;4;3;1
18/02/2020;BE_VWV;7;4;30;6;5;0
19/02/2020;BE_VWV;4;0;28;6;4;0
20/02/2020;BE_VWV;1;0;12;5;3;0
21/02/2020;BE_VWV;2;5;31;10;5;-1
22/02/2020;BE_VWV;3;5;-5;2;-1;1
23/02/2020;BE_VWV;-4;5;-16;5;-3;0
24/02/2020;BE_VWV;15;7;32;-8;-22;5
25/02/2020;BE_VWV;22;10;67;0;-20;3
26/02/2020;BE_VWV;9;2;29;-6;-19;3
27/02/2020;BE_VWV;6;6;0;-13;-22;6
28/02/2020;BE_VWV;2;6;15;-10;-21;4
29/02/2020;BE_VWV;-1;3;-15;-8;-5;1
01/03/2020;BE_VWV;-7;3;-20;-6;1;0
02/03/2020;BE_VWV;-6;5;-12;-1;4;1
03/03/2020;BE_VWV;1;5;14;2;5;0
04/03/2020;BE_VWV;-1;3;19;3;5;0
05/03/2020;BE_VWV;-8;0;-20;-2;2;2
06/03/2020;BE_VWV;-1;7;14;6;4;0
07/03/2020;BE_VWV;10;4;21;11;4;-1
08/03/2020;BE_VWV;3;4;-13;0;4;0
09/03/2020;BE_VWV;-2;3;15;4;3;0
10/03/2020;BE_VWV;-3;3;0;0;3;1
11/03/2020;BE_VWV;-4;4;6;-1;2;1
12/03/2020;BE_VWV;-5;27;3;-2;1;2
13/03/2020;BE_VWV;-5;41;1;-13;-2;3
14/03/2020;BE_VWV;-69;-2;-22;-35;-26;12
15/03/2020;BE_VWV;-66;-10;9;-30;-30;9
16/03/2020;BE_VWV;-25;23;20;-40;-30;12
17/03/2020;BE_VWV;-29;40;26;-41;-37;14
18/03/2020;BE_VWV;-57;-8;0;-53;-44;17
19/03/2020;BE_VWV;-71;-14;-26;-62;-54;25
20/03/2020;BE_VWV;-77;-19;-65;-71;-55;29
21/03/2020;BE_VWV;-82;-33;-60;-65;-47;21
22/03/2020;BE_VWV;-78;-40;-44;-60;-47;15
23/03/2020;BE_VWV;-69;-19;-24;-64;-59;24
24/03/2020;BE_VWV;-67;-14;-7;-62;-59;24
25/03/2020;BE_VWV;-72;-24;-21;-62;-59;23
26/03/2020;BE_VWV;-73;-17;-33;-66;-60;27
27/03/2020;BE_VWV;-76;-15;-40;-67;-59;29
28/03/2020;BE_VWV;-82;-32;-71;-69;-49;22
29/03/2020;BE_VWV;-84;-48;-77;-75;-51;17
30/03/2020;BE_VWV;-71;-24;-42;-67;-59;25
31/03/2020;BE_VWV;-69;-19;-23;-64;-59;25
01/04/2020;BE_VWV;-71;-26;-20;-63;-58;23
02/04/2020;BE_VWV;-73;-19;-39;-66;-60;27
03/04/2020;BE_VWV;-75;-13;-44;-66;-58;29
04/04/2020;BE_VWV;-80;-25;-57;-63;-47;20
05/04/2020;BE_VWV;-78;-29;-39;-57;-46;14
